"","prod","title","author","date","ver.purchase","format","stars","comments","helpful"
"43","Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Space Gray","Clearly an unstable test model","Kathryn Sakai","December 4, 2017",0,"Space Gray",1,"I've had an iPhone for many years & was very excited to hear about this one. I love how there's no home button, which I thought would annoy me. Unfortunately, its not at all stable. My first iPhone X completely died from 40% battery charge. I left it plugged in for the whole day to a working charger & it still wouldn't turn on. I went to an Apple Store, and they replaced it. The second iPhone X worked very well until tonight. Now, it will not open any links in Safari. Both iPhones have refused to unlock with a passcode...sometimes crashing as many as 6 times in a row before unlocking. Its kind of ridiculous how Apple could put out an iPhone like this, when its pretty obviously still a test model.I've been an Apple user my whole life, and this is the first time I've been so disappointed by one of their products.",4
"44","Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Space Gray","Liked My iPhone 8 Better...","Tank Shake","November 16, 2017",0,"Space Gray",2,"Too buggy. I liked my iPhone 8 better. The top part of the screen seems like such a waste. It looks cool, but still. I was hoping to have a solid contender to the Pixel 2 XL that Google sent me to beta test, but it didn't seem to match up. The display itself on the iPhone X is beautiful. The colors are a bit better than the Pixel 2 XL's, but not enough to look past the other shortcomings. The camera on the iPhone X is really cool, but for the type of photos I like to take, the Pixel 2 XL's camera wins.If I still had my iPhone 8, I would definitely prefer it over the iPhone X.I think Apple went a little too high on the cost at first and didn't properly delegate their time on the other aspects of the device that were also important.I know Apple will quickly fix the bugs and weird quirks the iPhone X has now, but it would've been nice to feel like the money was well spent when I received it.I'll update my review in a month.",10
"45","Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Space Gray","Five Stars","Nicole Wilson","December 19, 2017",0,"Space Gray",5,"Savage",NA
"46","Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Space Gray","Apple has done a great work with there product","Don Gavey","December 30, 2017",0,"Space Gray",5,"Excellent phone very pleased with it",NA
"47","Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Space Gray","One Star","Dannae","December 11, 2017",0,"Space Gray",1,"The phone wouldn’t charge and the screen freezes to much",2
"48","Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Space Gray","five star","Zach Hester","December 1, 2017",0,"Space Gray",5,"good  i love it",NA
"49","Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Space Gray","Five Stars","jeimy sanchez","December 9, 2017",0,"Silver",5,"Very good",NA
"50","Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Space Gray","Five Stars","Dawn","December 7, 2017",0,"Space Gray",5,"Awesome",NA
"51","Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Space Gray",") I'm happy! )","Natalia","November 30, 2017",1,"Space Gray",5,"Greaaaattttt!) I'm happy!)",NA
"52","Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Space Gray","Five Stars","moataz","November 30, 2017",1,"Silver",5,"Awesome!",NA
"53","Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Space Gray","Five Stars","Cliente Amazon","January 9, 2018",1,"Space Gray",5,"Ues",NA
"54","Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Space Gray","iPhone X","Patrick B.","November 5, 2017",0,"Space Gray",5,"You can’t come in and hate on this company for their price when that is actually the exact price that apple is selling the phone for. If you don’t like it go complain to apple, but don’t leave this company bad reviews just because you feel like it",7
"55","Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Space Gray","So bad","Amazon Customer","December 19, 2017",0,"Space Gray",1,"Not a good iphone",1
"56","Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Space Gray","There’s no reason to hate on a newly released phone that is the same ...","MJHufflepuff","November 5, 2017",0,"Space Gray",5,"There’s no reason to hate on a newly released phone that is the same price as buying it directly from Apple. I think these phones are awesome. Of course, I don’t have the money or an issue with my current phone, so I can’t buy it now, but rest assured I would.",5
"57","Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Space Gray","Five Stars","jeong","November 5, 2017",0,"Space Gray",5,"IPHONE X is our future.",11
"58","Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Space Gray","Two Stars","Gustav Salkinder","November 7, 2017",0,"Space Gray",2,"iPhone does work, but you can get it cheaper at an apple store or other tech stores",7
"59","Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Space Gray","serious stuff","Anomaly","December 6, 2017",0,"Space Gray",1,"If u were a teen in the 90's u were called generation xdo not buy this if sothrough medical and dental equipment, unknown to medical employees and dentists, large satanic corporations have been depositing micro chips into our bodies. this phone will activate them.Angelic battles are faught on Earth. I love my iphone with tge forbidden fruit apple reference, but make no mistake I deactivate my microchips withneotrinilliym magnetsandi believe in God as well as more heavenly planets...u were warned.",9
"60","Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Space Gray","Iphone not new","EB ","December 7, 2017",1,"Space Gray",1,"Why my iphone has a tmobile chip  Inside??? I dont understand because is new that wouldnt happend !!!!",2
"61","Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Space Gray","No headphone jack","Amazon Customer","December 4, 2017",0,"Space Gray",1,"No headphone jack",5
"62","Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Space Gray","Best paperweight in history!","Michael S.","November 14, 2017",0,"Space Gray",1,"Awesome paperweight!! Best paperweight on amazon. My favorite part of this phone is the included 6 month self destruct feature. You know, when the battery turns into a 1hr battery and won't hold a charge. It's fun because everyone else that had an apple does a social huddle around a wall outlet, enabling you to meet other window licking doofuses that bought phones with antiquated technology.Do yourself a favor, and buy a jitterbug. If you're ready to be a human, buy an Android. If you want to continue panic charging and eating lead paint...stick with apple.",17
"63","Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Space Gray","It better drive my car and help me fight crime","William Shafer","November 5, 2017",0,"Space Gray",1,"1500 is not a price anyone should ever be willing to pay for a phone. It better drive my car and help me fight crime! Otherwise it'll be a crime to pay for it.",27
"64","Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Space Gray","One Star","Amazon Customer","November 12, 2017",0,"Space Gray",1,"It's Fake... If You Look At The Back It Only Says iPhone.. It's Supposed To Say iPhone X.",9
"65","Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Space Gray","One Star","Kindle Customer","November 18, 2017",0,"Space Gray",1,"Terrible phone",4
"66","Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Space Gray","Not worth the money!","William Boyd","November 3, 2017",0,"Silver",1,"Way too much money for a phone of any type!!",26
"67","Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Space Gray","This phone is nice but it's made from Samsung screen and this phone ...","daniel arvelo","November 6, 2017",0,"Silver",1,"This phone is nice but it's  made from Samsung  screen and this phone only has 12mp of cam Samsumg  is the first to make wireless  charging  an the face id was made by samsung just look at the old samsung phone's  and you will see it.",10
"68","Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Space Gray","Two Stars","Gerry L","November 6, 2017",0,"Silver",2,"PROBLEM IS MY TWIN BROTHER !",2
"69","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","5 minutes with the iPhone X","Andrea","January 10, 2018",1,"Space Gray",5,"This phone is all about that display, and I couldn’t stop looking at it. It’s really amazing. It’s bright, it’s vivid, and it’s enormous.The iPhone X is the future, and I can’t wait to learn more about the capabilities and various gestures possible.My sons already love it so much that I have to get 2 more for them tomorrow. Maybe even today. LolThat’s how excellent and superb the X is.",NA
"70","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","Five Stars","taiwo","January 9, 2018",1,"Silver",5,"nice and awesome product. I fall in love with it.",NA
"71","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","Five Stars","catalina","January 10, 2018",1,"Space Gray",5,"Everything is great",NA
"72","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","Five Stars","Saul A.","January 12, 2018",1,"Silver",5,"No bad",NA
"73","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","From a 6S to an X - A wonderful, luxury, phone.","Taylor","November 7, 2017",0,"Silver",5,"I received my X on launch day and I absolutely love this phone. If you would like a list of just my thoughts on the phone, scroll down pass the introduction.The transition:NO home button! The staple of the iPhone is gone; well, moved to a little notch at the top. I was expecting this transition to  a home-button-less iPhone to be difficult, but all of the gestures feel so natural. I find myself annoyed trying to utilized an older iPhone as the interface now feels clunky. Switching through apps, opening the phone, accessing everything, it's all so easy. Now, this isn't to say there isn't a transition and while everything feels natural, there is a period of time where you have to get used to the new interface and some aspects that initially seemed difficult become second nature. For example, reachability was a favorite feature of mine and while it was initially hard to activate, I have now learned how to activate it without an issue (reachability brings the iPhone screen down halfway to reach top parts of the screen without moving your hand).Face ID:I was skeptical to say the least, but Face ID works (almost) perfect. It does however learn from its missteps and if it fails to identify you, it will add that data to its cache. I personally scanned my face normally the first time and on the second scan did it at roughly a 45 degree angle so I could lean over my phone to view notifications. As I've adjusted to Face ID, it has gotten faster and faster at scanning my face and it's not something you need to wait on to open your phone. By the time you swipe up on your phone, it's unlocked and ready to go (I seriously forget I have a password). I also really enjoy the ability to utilize Face ID for my password for other logins and the ability to open up an app directly from the lock screen without having to then enter my fingerprint/passcode.It's important to note here that your privacy is well, yours. No one has access to the data Face ID gather's and it is truly yours. Apple has a good track record on keeping your data private as they are not in the data business (hello Google & Facebook).The price:There seems to be this running idea that a $1,000 phone is a crazy purchase, but I would have to disagree. Why? My logic is as followed: Phone's are one of the most used devices (easily mine) so for starters, I would like a nice one. If I didn't buy the device in full, I would have been paying roughly $2/ a day on a contract with Verizon. The base model is a 64GB iPhone loaded with the best Apple has to offer. A 128GB 6S at launch was $850. Yes, there's a price difference, but my point is that it's not as gigantic as it may seem. I personally would advocate a 64GB version and utilizing cloud storage if you need more space, but do note, this is Apple's flagship and there are cheaper iPhone's out there.What I love:- The screen looks amazing. The colors are vibrant, the blacks are deep with black wallpapers flowing aimlessly into the phone (to the point you cannot see the notch in the screen if the wallpaper is black).- The Notch! Yes, the notch. Some people seem to hate it, I think it's iconic and makes the iPhone X stand alone in oled sphere. It fades into the user experience and I have not had any issues with it.- The screen size. I have always wanted a plus, but I always felt like it was too big for my hands. That I would drop the phone and there it goes. The X remedies this for me and I get to use a larger screen in nearly the same form factor as my 6S. The screen truly looks amazing and if you haven't seen one, check one out at a local store.- I'm not sure how much of this is just because my 6S was a few years old, but the taptic engine in the X is amazing. As in, when the phone vibrates, I can easily identify what it is through the vibration and the vibration itself feels smooth.- Force touch is also fantastic and the haptic feedback on everything from a like on twitter to moving apps around is wonderful. Makes the screen feel more three-dimensional in a way.- The camera takes wonderful pictures. I have taken a few pictures in portrait mode and some pictures genuinely look like they were taken with a DSLR camera.- The speakers are louder than I expected and sound very clear. Great for impromptu music listening.- The phone is a little heavy, but it is definitely comfortable to hold. It feels like a luxury device and has a certain weight to it.What I don't:Honestly, I do not have a genuine complaint at this point. The only complaint that comes to mind revolves around the lack of optimization I have faced in some apps, but that is a developer problem and even then, developers have optimized a majority of their apps and my issues have been few and far between.",48
"74","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","Iphone X: A complete re-design and leap forward for Apple.","V12 Vantage","November 6, 2017",0,"Space Gray",5,"Everyone reading this is probably familiar with the Apple phone line up so I am going to focus on the differences between the iPhone X and iPhone 7 plus specifically.First off, the set-up process has been significantly streamlined. When setting up your new iPhone X setup will ask you if your old iPhone is nearby, select yes, and you can wireless transfer all your apps, settings, backgrounds, passwords, etc. to your new phone in a few clicks. I really appreciated this streamlined process and it was incredibly quick and easy to transfer all my settings to my new iPhone X.The other main features that have been upgraded are as follows:New screen (5.8” OLED is the most vibrant and clear screen ever produced by Apple)- Apple has removed the touch ID sensor and bezel around the old iPhone screen which means the iPhone X has a noticeably smaller footprint while maintaining a larger screen size than the iPhone 7/8 Plus. (See comparison images attached of the iPhone X versus iPhone 7 Plus).- OLED Screen offers deeper blacks and brighter whites resulting in greater color reproduction.- Similar to the iPhone 8 and 8 Plus the iPhone X uses true tone technology to mimic the lighting conditions around it and adjust the white balance accordingly.- The notch cut out of the top of the screen is where Apple has included the face recognition sensors, front camera, and a host of other sensors. I thought this would be annoying but Apple has cleverly used the screen real estate on both sides to include the time, date, battery indicators, etc.Farewell Touch-ID, Hello Face-ID- Face-ID is Apples new facial recognition technology which has replaced the finger printer reader and home button in order to free up additional screen real-estate. This is new and only available on the iPhone X.- Apples facial recognition is light years ahead of Samsung or any other carrier. I have tested this flawlessly with glasses, a hat, and even in the dark. It is as simple as looking at your phone and swiping up from the bottom.- I was worried this feature would be inconsistent or frustrating but it has worked really well. The only time it is a bit more inconvenient is if the phone is sitting on your desk or a flat surface you kind of have to lean over a bit or angle the phone towards you to unlock it.- This super powerful new camera also enables the animoji features which maps your facial expressions to create a talking emoji. This is a fun feature but more a novelty than anything.- This same true-depth camera makes the iPhone X the ultimate phone for taking selfies. The new portrait mode allows the user blur the background, or even cut yourself out entirely and place yourself on a black background.Additional noteworthy features and changes:- The rear camera boasts a dual 12MP sensor array with improved aperture and wide angle lens with image stabilization. The increased aperture from 2.8 to 2.4 allows for better images in low light conditions.- Video capabilities have also approved as well to include 60p 4k video recording delivering clear, fluid images.- Increased audio quality and volume- Increased RAM size to 3GB and new Bionic Chip makes the iPhone X one of the most powerful smartphones are the market.- Updated design features glass back and sides which make the phone beautiful looking. A very welcome change in the normal design.- Battery life: The iPhone X boasts the largest battery in Apple history with a 2716 mAh battery which is a bit larger than the new iPhone 8 Plus. A full charge from 0-100% takes about 2 hours and 10 minutes in my testing.- In addition, wireless charging has finally been added to the new iPhone X, and 8 series phones. I have not tested this out but am excited to give it a try (Wireless charging pad is not included with the phone).Bottom line, the iPhone X is another smash hit from Apple. Every feature people were concerned about turned out to work flawlessly as usual. I have only had the iPhone for about 24 hours so it is early to leave a long-term focused review but so far the new iPhone X has lived up to the hype. The iPhone X may not revolutionize the smart phone industry but it is a welcome upgrade to the iPhone which designs were getting a bit dated. I am excited about Apples new strategy to release a flagship model and allow the new features to trickle down to next generation’s phones.If you have the money to spare you won’t likely be disappointed. My only complaint is the phone only comes in 64GB or 256GB basically forcing users to pay an extra $150 to get decent storage. Further, the beautiful glass back on the screen feels fantastic and has a great weight to it. However, a replacement screen will cost you $275+ and the back glass replacement is rumored to cost around $400. Essentially a single drop could result in a $700 repair bill. Unfortunately this means most phones will be shielded in a case and will not be enjoyed.",45
"75","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","Amazing, Stupendous Phone","larocque43","December 22, 2017",0,"Space Gray",5,"Full disclosure, I bought my iPhone X yesterday at ATT.  It is not the unlocked one, but as someone who was hesitant to make the switch, I wanted to write a review.  I never get the latest and greatest technology.  I always waited and go the ""s"" version of the new iPhone.  But the pull of longer battery life and a larger screen in a normal size phone overcame my concern of price, a few negative reviews, and to be honest, the stigma of having the most expensive iPhone ever.  I am so glad I did.  This phone is amazing.Highlights:  Great battery life.  On my old iPhone, a 6s, I could get about 4 hours of moderate use before I had to charge, maybe 2 hours of heavy use.  I went all day with moderate to heavy use and used less than 50% of my battery.  The screen is as beautiful as all the people say.  I have found many of my apps have already been updated to take advantage of the screen.  The new gestures are very intuitive and in less than 12 hours I was completely used to them.  Facial recognition is fast and I haven't had a single issue.  I am terrible at taking pictures and this phone makes me look like I know what I am doing.  Though there are a lot of setting options, they are really easy to navigate through.  They say this is the bestsmartphone ever, and I have to agree.Negatives:  Because this is so expensive, you might be a little overprotective.  And you should be.  But on my wireless plan, it only increased my payment about $8 month.  I don't find that to really be a negative.  I haven't found anything I don't like about this phone yet.This is a truly awesome phone.",3
"76","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","Some Apple x screens are shipping with defects.","lala44","November 26, 2017",0,"Silver",1,"Have had phone 10 days and OLED screen is experiencing green line on edge of screen. CNET and Apple’s own user community forum are indicating this is hardware manufacturing defect. Screen has green hue overall, so I now have to schedule appointment at Apple Genius to return for replacement.",8
"77","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","So amazing!","BB","November 30, 2017",1,"Space Gray",5,"Love love!! Getting another one for my mom as her Christmas present!!",3
"78","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","Irreplaceable fragile glass back unacceptable","Salar Kohnechi","December 26, 2017",0,"Silver",2,"Not a fan of the fragile glass back which costs 550 dollars and a complete disassembly/chassis replacement to fix. That is a massive design failure by making something that should be user replaceable such as the iPhone 4s back. Now I’m left with a shattered phone which can’t be fixed. It’s a good thing I have a phone case to stop me from cutting my hands, otherwise it would be a safety hazard. FYI, this happened with my case on. If you choose to have Apple fix this issue they will be replacing the entire phone which is environmentally irresponsible and greedy by pocketing 160 of that 550 you paid.Besides that this is a solid phone comparatively, I do like the stainless steel frame over their aluminum from the past but wish that I could omit wireless charging and have the stainless steel material throughout.",3
"79","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","iphone X - Too many cons for me","MSutton","December 15, 2017",0,"Silver",1,"I have had the x for sometime now.  I can say that of all the iphones, the x is my biggest disappointment. I do not always get text messages, my reminders may or may not notify me, I can no longer send a text with the special effects, etc.  This morning my alarm sounded for maybe two seconds and then just shut off.  I have been told to bring it back due to it being a hardware issue.  Now, I get that these things may happen on occasion but the fact that close to 50% of people that I know that did splurge for the x are having issues.  Some, including my husband, are opting not to make a swap because they don't really care about the special effects???  It's more than that.  I feel this product was prematurely released and I not happy.  The not having a home button is an adjustment, can't say I'm a fan.  The face recognition is awful.  I feel that it is a HUGE safety concern.  If someone grabs your phone, be it your child in school and whether it be horsing around or not, they grab the phone and unlock it with your face and run off.  A young mom, walking with a stroller and small toddler in tow, gets mugged, a shopper distracted on their phone and a thug steels it.  These are all legit concerns.  Yes, you can opt to not use it, which my family has done.  I am truly disappointed.  I called Apple customer care and was told that they have received many calls like mine.  The x by far being the most complaints with hardware issues.  Save your money and get the 8 or maybe try another brand but do not waste your money on the x.",11
"80","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","Worth the upgrade","Jamie Robertson","November 6, 2017",0,"Space Gray",5,"My brothers and I began buying and upgraded to the latest iPhone since the very first version and the iPhone X is one the the biggest changes that I can remember. Much like going from the iPhone 3GS to the 4 was or the iPhone 5 to the 6.The X model looses the Home Button and doesn’t have a the headphone jack like the 7’s. No big deal on the headphone jack. Sometimes I do prefer plugging a set in and not having to worry about Bluetooth.The lack of a Home button does take some time getting use too. It is really different with the swipe gestures but after a day or so you get use to it. Basically learning a new way to switch and X out of apps. I like it now after using it.The phone is fast, feels crisper than the 7. Safari is snappier and pretty much all the apps are.The phones size is somewhat like the 7, feels thinner but is a tad larger.If you can afford it, you will be happy. I played with the iPhone 8 and it feels quicker too.The Face ID works really well. Being brothers that look a lot alike we try to trick it but it doesn’t work. This is the first of what will be new technologies for Apple like the Face ID, this was probably rushed and the next version will be more secure and work better. But it seems to work fine right now and does take the place of the finger ID pretty well.Camera takes awesome pictures.The 256g model can hold a lot of data which is nice and since your spending a grand you might as well spend the extra money and get the extra memoryPleased so far and looks like a solid reliable phone. In all fairness though, I could get by just fine with the iPhone 7 that I have been using. The main thing I like is the larger screen which is gorgeous and the faster processor. I love the phone but honestly I could have waited a year for the next model. If you can afford it now you’ll enjoy it. The size is perfect for me and the screen is awesome.Get a good case to protect it with which also hide the gorgeous design. I never really saw the iPhone 7 in black that I had because I always had it in a heavy duty case to protect it. It’s a shame to hide such great looking devices but you kinda have to so they don’t get dinged up.",15
"81","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","DO NOT BUY IT! There is manufacture defect & ...","texast0214","December 6, 2017",1,"Silver",1,"DO NOT BUY IT!  There is manufacture defect & the seller advise you to deal with the Apple.  Apple released SIM FREE so no reason to buy this at all.",10
"82","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","Nifty piece of technology","Golly","December 31, 2017",1,"Space Gray",4,"Beautiful piece of electronics.  Now if I can just learn to use it. A lot of good features that I want to use.",NA
"83","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","Four Stars","Philip Lear","December 6, 2017",0,"Silver",4,"The size is good for reading e-books and for playing Bridge Baron. Slice of Life Stories",NA
"84","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","Five Stars","Mario","January 9, 2018",1,"Space Gray",5,"Everything ok",1
"85","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","Five Stars","monica lee duran","December 7, 2017",1,"Space Gray",5,"Came on time and it was perfect  ( box , cellphone) everything was perfect .",3
"86","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","iPhone X Defect","Jason Grady","November 11, 2017",0,"Space Gray",1,"My iPhone X expierence so far. Preordered on Oct. 27th and managed to get a Gray/Black 256GB Iphone X. Finally arrives on the 6th and I don’t get a chance to open it up and attempt to hook up my new phone until the 11th. So here I go beaming with excitement to check out my new device that just cost me the equivalent of a house payment. Open it up and everything looks good at first and then I use my iPhone 6S light to look at the screen for any dust as I’ve already gotten a screen protector in hand to put on my new device before I even get started. Then I see it. A very very small scratch or crack under the screen coming from the notch area at the top of the phone coming down maybe 1/2 a cm long. So I schedule an appointment to talk to an Apple rep. for 8:45am and he finally calls me at 8:48am. I explain to him what I observed on my phone and he doesn’t seem to thrilled to help me out today. Maybe because it’s a Saturday and he’s at work. During our conversation he makes a statement that I didn’t really care for. Such as... Maybe the delivery man dropped your package and maybe that’s what happened. Obviously this is a manufacturing defect since it’s under the screen. So I get two options. Option A) Send my phone in to be repaired and who knows how long that will take and why would I want a brand new item I just paid a lot of money for to be repaired due to a defect. Option B) Go to the Apple Store and have them look at it and I can try and request a new phone. Oh and the next available time I can get an appointment is 4 days away and I’ll have to take off work early to resolve an Apple manufacturing defect. So I guess we will see how my Apple Store experience goes. I’ve had an Apple phone going back to the 3GS days and I’ve dealt with Apple Customer Service in the past with no issues but so far I’d have to say I’m extremely disappointed in the quality control of the IPhone X and the customer service expierence with Apple. Hopefully all is redeemed on the 14th. To be continued...",43
"87","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","Own the future of smartphones NOW","SteveG","November 23, 2017",0,"Silver",5,"Upgraded from an iPhone 8 Plus. Must say it took some time getting used to the X but I love it. FaceID has worked well over 80 % of the time for me. The OLED screen is beautiful. The notch is not noticeable after you get used to it and distinguishes the iPhone.",2
"88","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","Five Stars","Kushagra","January 5, 2018",0,"Space Gray",5,"the best phone",NA
"89","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","Five Stars","graciela M neder","December 18, 2017",1,"Silver",5,"Great!!!!",1
"90","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","One Star","Amazon Customer","January 7, 2018",0,"Space Gray",1,"I want it for freee",1
"91","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","Five Stars","Moin Uddin","January 9, 2018",1,"Space Gray",5,"Best iPhone ever. Thumbs up for the store I bought it from.",NA
"92","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","Five Stars","Christopher g.","December 27, 2017",1,"Space Gray",5,"IPhone X love it",NA
"93","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","Quality Problems with the iPhone X","Michael Price","November 12, 2017",0,"Silver",1,"just bought an iPhone X for my son in college to replace his iPhone 7+. He called us tonight but the speakerphone quality was horrible. He could hear us fine but it sounded like he was underwater (it was too difficult to understand him so we hung up early). I am quite sure it was not a signal issue as we speak with him every Sunday from his apartment with good signal (AT&T). My advice is to take your time ordering in case it is a hardware defect that cannot be solved by a software update. Hopefully it is the latter given what I paid for it.",15
"94","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","Compared to my iphone 6s oled screen sucks..","Jim","December 20, 2017",0,"Silver",1,"Compared to my iphone 6s oled screen sucks...Terrible angle view... you can see 50 shades of each colour depends the angle...white turns to blue or red or green...Its heavy and you can feel itMaybe thats the reasson that the x is the moat fragile iphone everNot happy at all",2
"95","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","... wait to be apart of history by owning this GREAT phone!","L.A.","December 5, 2017",0,"Space Gray",5,"I cant wait to be apart of history by owning this GREAT phone!",1
"96","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","Five Stars","Darrey Hart","November 16, 2017",0,"Space Gray",5,"One of the best photo",3
"97","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","Five Stars","brisheil sevillano","November 29, 2017",1,"Silver",5,"Everything was fine!",2
"98","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","Five Stars","jose","November 16, 2017",1,"Silver",5,"It came perfectly not a scratch the display was amazing",1
"99","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","Five Stars","Sunny","November 14, 2017",0,"Silver",5,"cool iPhone",NA
"100","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","Hello I Have A Youtube/Instagram That’s All About Tech And I Would Love To Promote This Mind Blowing Phone.","kobe","November 17, 2017",0,"Silver",5,"Apple Is My Favorite Electronic Provider",3
"101","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","Five Stars","Sandro Nascimento","November 20, 2017",0,"Silver",5,"Great phone so far",NA
"102","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","It’s terrible","It's really cool.I had a gift card for 50$ and I.","November 20, 2017",0,"Silver",1,"This thing stinks",7
"103","Apple iPhone X, Fully Unlocked 5.8"", 64 GB - Silver","The IPhone X is no good ""0""","Rice Dogg","November 12, 2017",0,"Silver",1,"horrible, I sent mine back days after I received mine, ok 1st of all, who would purchase a phone for $1000+ you have to be dumb to buy one, I'm either hoping the 8 is better or I'm getting Samsung which was my 1st thought but then thought about Apple, obviously Apple didn't work out",18
"104","Apple iPhone X Verizon Wireless 256GB Face ID (Space Gray)","Great phone, Quick Shipment, Highly Recommend.","Ash Yanac","November 15, 2017",1,"Silver",5,"I will keep this short. Great product, bought unlocked/simless (make certain to put in Verizon SIM for first time to ensure it is unlocked).Screen is great, camera is great, gestures are good and you get used to them. I like FACEID much more than I thought I would- it works!Highly recommend this phone to anyone who wants a smaller version of the 8+ but with a larger screen than the 8....and with a new screen and design!",2
"105","Apple iPhone X Verizon Wireless 256GB Face ID (Space Gray)","Charges slowly","jesus gutierrez","November 10, 2017",0,"Silver",3,"Nice phone, takes great photos, good battery life my only complaint is that no fast charging out the box, Apple charges over premium for this phone and can’t even include accessories needed for full potential, you still need to spend over $50 to get fast charging working unacceptable at this price point.::: takes over 3 hours to charge from 0-100 with Charger included.",NA
"106","Apple iPhone X Verizon Wireless 256GB Face ID (Space Gray)","Five Stars","Michael Reyes","November 12, 2017",1,"Space Gray",5,"Excellent product and customer service",NA
