"","prod","title","author","date","ver.purchase","format","stars","comments","helpful"
"64","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","It's okay but it's no Android","Lantana Al","October 31, 2017",0,"",4,"I ""upgraded"" from an LG G5 Android phone to an iPhone 8 Plus running iOS 11.0.3. Some things were better and some were not.While my family has had many Android and iOS devices, the iOS devices cost more but generally get (much) more use, plus they hold their value better. My favorite Android device (which has gotten a lot of use) has been my phone (an LG G2, then G4, then G5).UPDATE: I ended up returning the iPhone 8 Plus and getting a Pixel 2. There was just too much missing from iOS and the iPhone that Android had plus I was disappointed with the camera. I think the iPhone 8 is a decent phone but it's not for me (even though I use iPads). Read below for more.TIP: Don't buy mobile phones from Best Buy as they charge restocking fees.Hardware comparisons: * The G5 was much cheaper than the iPhone. * The G5 has a user replaceable battery and microSD slot. * The G5 is not waterproof but the iPhone is. * The G5 has dual cameras and one is a wide angle lens... I will miss the wide angle lens. * The G5 has fast charging and includes the needed cable and power adapter to do so. The iPhone 8 supposedly also has fast charging, but it will cost you $$$ to buy the needed cable and power adapter. * The G5 has a small color charge/notification LED which is nice. The iPhone can use the flash for alerts (General->Accessibility->LED Flash for Alerts). * The G5 photo aspect ratio is 16:9 and the iPhone's is 4:3. I *MUCH* prefer 16:9. Disappointed. * My G5 developed a focusing problem with the main camera where photos would often be blurry, which is what prompted me to start researching new phones. * The iPhone 8 Plus also has dual cameras, but no wide-angle camera... however, you get a 2X optical zoom camera and portrait mode photos which I am looking forward to. * The iPhone 8 has (slow) wireless charging but the G5 does not. * The iPhone 8 has 3D Touch but the G5 does not. * The iPhone feels like high end hardware, has a great IPS screen, and has great build quality but it's a little on the heavy side. The G5 is good too but doesn't seem quite up to the iPhone. * The glass back worries me but Consumer Reports says it is a rugged phone and survived their ""tough 100 drops in the tumbler with just some minor scratches"".iOS/iPhone negatives: * Speech recognition is not as advanced but it's not terrible either. * Speech recognition does not give you options to choose from a list of phrases of what you might have said. * I found it virtually impossible to place the cursor in the middle of a word when editing text. Very annoying. * Sometimes when I tap something it doesn't respond and I have to tap it again. This seems to happen mostly on small buttons. I didn't have this issue on the G5. * No always on display feature to show time and notifications. Many Android phones have had this for awhile, including the G5. Hopefully Apple will add this in an update as it's a very useful and convenient feature. * Can't configure bottom row of touch buttons. On Android, I had a button to quickly show and hide notifications. I found it better and faster than having to swipe down. * It seems Apple does not allow custom keyboards to access voice dictation... which means you have to switch keyboards to the standard one in order to access voice dictation. I use voice dictation a lot on my Android. * Home screen is not as configurable. Cannot control icon layout as much. * Some of my favorite apps (frequently used) are not available on iOS, like NOAA Weather and ColorNote. * You can turn on 'Reduce Motion' to limit animations that slow things down, but there are still some fades and other effects that you can't turn off. Android lets you turn off all (or almost all) ""eye candy"" animations for a faster phone. * Sharing photos to Google Drive made me always select the same folder (it didn't remember the selected folder).iOS/iPhone positives: * Frequent iOS updates. This is a big deal compared to most Android phones. * Easier to communicate with other people who also have iPhones (and there are a lot of them). * Can say ""Hey Siri"" to access Siri even when phone is laying down idle and without touching it. * Better security (so I've read). * Good integration across iPhones and iPads. * I like the way that news is integrated.So I returned the iPhone and bought a Pixel 2 because I like Android better when it comes to phones (although for tablets I use iPads).I really like the Pixel 2 but the LG G5 was great too although it did have some significant disadvantages (like updates).Pixel 2 notes: * It was very easy to connect my LG G5 to the Pixel 2 using the included cable to transfer data from my old phone to the new phone. There's also an included adapter in case you need it. Unfortunately I was disappointed that my alarms did not transfer and I had to re-enter them manually. I also had to re-arrange the icons the way I wanted. * The Pixel 2 screen and phone itself are a little smaller than my G5. I'd like a little larger screen like the G5 has but then the phone would be larger and weigh more so it's a trade-off. * No bloatware or crapware (especially the type you can't uninstall)!!! YEAH! And guaranteed 3 years of updates! These are BIG advantages of having Google phones. * So far the camera is impressing me. It's definitely better than the iPhone 8 Plus camera. I will still miss the wide angle camera on the G5 and the native 16:9 aspect ratio but portrait mode and the overall photo quality makes it much easier to forget. UPDATE: I noticed a quirk in portrait mode processing that didn't apply the blur properly around someone's hair... hopefully that will be improved/fixed. * Can turn off animations - I like to do this to make the phone feel even faster: https://lifehacker.com/disable-animations-on-android-to-improve-performance-1583554900 * The phone seems very fast, even when it was installing a bunch of apps in the background. It's the fastest and smoothest phone I've ever used. * The sound form the front-firing stereo speakers is best I've heard from a mobile phone. * I wasn't too happy there was no headphone jack, but I was pleasantly surprised that the headphone adapter seemed to be less intrusive than I anticipated and I am pretty certain that the sound quality through the adapter (which has a DAC in it) sounds better than my LG G5. I'll probably pick up an extra adapter or 2 (they are only $9 each) but are out of stock right now in the Google Store. Good audio video: https://www.youtube.com/watch?v=9Pi_SykMCsI * The always on display looks great with OLED, and this is a really nice feature that you don't get on iPhone. * I like that you can change icon shapes (square, circle, ""squircle"", etc.). * I found out my mobile data wasn't working. After a few hours researching and messing with stuff, I ended up having to use a new Tracfone SIM and getting my service transferred to the new SIM. * The Pixel 2 has a 'Now Playing' feature that listens to any music that's playing nearby and tells you the name and artist (even on the always-on display), but I'm not sure how practical it is. By the way, it works without mobile data and WiFi and without sending audio to Google. UPDATE: I went to Target and my phone was identifying the background music Target was playing. Pretty cool, especially if you've ever wondered what a song is that was playing. * Fast charging is great (especially when you need it), and the Pixel 2 includes a beefy fast charger. * I really like that Google increased the warranty to 2 years. With the extra 24 months I get with my credit card, that gives me a 4 year warranty. Too bad it doesn't cover accidental damage though. * The Google Assistant is tops when it comes to brains (smarts), and can be activated with a squeeze or by saying 'hey Google' or 'OK Google'.Pixel 2 Android disappointments (could be rectified with Android updates): * No battery life indicator on the 'always on' display (my G5 had this and it was useful). * My LG lets you customize the navigation bar but the Pixel 2 doesn't without a little ""hacking"" it seems. I really liked that I could add an extra button to pull down the notifications. Maybe they will add this in Oreo 8.1. * There is a double-tap feature to check your phone but unfortunately you can't double tap it to turn the screen back off (my G5 had this too)... this one is kind of nitpicky though.",3
"65","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","the pictures on here definitely make this look a lot ...","Dillon","November 9, 2017",0,"Silver",5,"the pictures on here definitely make this look a lot sketchier than it is. Mine came perfectly shipped, no cracks in the glass. Even included a sim card tool. in new packaging and the whole 9 yards.",2
"66","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","Its WORTH IT!!!","jeshawn thomas","November 14, 2017",1,"Space Gray",5,"It came before the time it was supposed to come and im grateful for that 😉",1
"67","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","Just Amazing","Cornelius","November 7, 2017",0,"Gold",5,"You are truly amazing for making my little brother sooooo happy. You deserve this 5 star review",1
"68","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","Iphone 8 plus","Angela Olivestone","October 31, 2017",0,"Gold",4,"I will be buying the iphone 8 plus rose gold from Apple directly and the phone retails for 799.00 just a little FYI  so all of you who are buying this phone are paying way toMuch for it",9
"69","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","Noticable improvement over 6 plus","como651","October 15, 2017",0,"Space Grey",5,"Went from 6 plus to 8 plus.  New phone is slightly more responsive and battery life went from great to phenominal.  The wireless charging alone was reason for an upgrade.  Got the Choetech T1513 wireless charger and it works perfectly with this phone even with the case on.",3
"70","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","This is a great phone I promise if you don't have it you ...","Spenshe","November 18, 2017",0,"",5,"This is a great phone I promise if you don't have it you need to get it I would also like one to display on my Facebook and IG page email ASAP",3
"71","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","I am in love with this phone","Thea","December 24, 2017",1,"Gold",5,"I received this phone in a matter of days. Brand new. Unlocked. Functioning very well. I am in love with this phone!!!",NA
"72","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","Great gift for wife","Steven osborn","December 28, 2017",1,"Gold",5,"Wife jump for joy when she opened it on Christmas",NA
"73","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","Fantastic phone","La'Net","November 14, 2017",1,"Gold",5,"I love this IPhone.  It's just a very powerful compact computer.",1
"74","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","Can i get an iphone 8 plus for an example ...","maria","January 7, 2018",0,"Gold",5,"Can i get an iphone 8 plus for an example for my youtube channel i will appreciated so much",NA
"75","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","Five Stars","Pedro","December 9, 2017",1,"",5,"excelent!",NA
"76","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","5 the phone is great..","Trey","December 26, 2017",0,"Gold",5,"Follow me on IG @ lul_0.5 the phone is great.....",NA
"77","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","So far so good!! I’m was surprised at how this actually ...","Shawn","October 8, 2017",1,"Gold",5,"So far so good!! I’m was surprised at how this actually worked out. I was surprised it was taking long to get to point A total B, but the product did show up perfectly fine! Thanks for keeping your word. More likely to buy from this seller",8
"78","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","Five Stars","medrich","November 28, 2017",1,"Gold",5,"Great product",1
"79","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","Five Stars","Amazon Customer","November 15, 2017",1,"",5,"Very nice and good Iam love it",2
"80","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","Five Stars","Virginia Eblin","December 7, 2017",1,"Gold",5,"Bought this for my daughter and she won't put it down. She LOVES it!!!",1
"81","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","Five Stars","Idivar","December 13, 2017",1,"Gold",5,"Top quality",1
"82","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","Five Stars","Amazon Customer","December 21, 2017",0,"Gold",5,"Hey, i do Youtube and i was wondering if i could do a review on your product ... RSVP.",NA
"83","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","One Star","Amazon Customer","January 13, 2018",1,"Gold",1,"My identity was stolen and I did not order this!!",NA
"84","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","Five Stars","Destiny R Lucero","December 18, 2017",1,"Gold",5,"Was happy",NA
"85","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","Five Stars","Michelle Freitas","October 31, 2017",1,"Silver",5,"good",4
"86","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","Five Stars","Mashrafi Alam","October 13, 2017",0,"Gold",5,"very good indeed",4
"87","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","Five Stars","Amazon Customer","November 15, 2017",1,"Gold",5,"Good product",1
"88","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","Review on YouTube","Yenissia Avila","November 5, 2017",0,"Gold",5,"I would love a free sample to rate it on my YouTube channel.",2
"89","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","I would like a free sample","Mia Morella","November 3, 2017",0,"Gold",5,"I  would like a free sample",3
"90","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","One Star","mother of 3","December 11, 2017",1,"Silver",1,"I did not order this iPhone.",1
"91","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","One Star","samuel","November 8, 2017",1,"Gold",1,"Not satisfied..",5
"92","Apple iPhone 8 Plus 5.5"", 64 GB, Fully Unlocked, Gold","One Star","Amazon Customer","October 5, 2017",1,"Gold",1,"Supporting China mobile",9
"93","Apple iPhone 8 Plus 5.5"", 256 GB, GSM Unlocked, Gold","Five Stars","virgilio e. hoffmann","January 11, 2018",1,"Space Gray",5,"Fine",NA
"94","Apple iPhone 8 Plus 5.5"", 256 GB, GSM Unlocked, Gold","Five Stars","Amazon Customer","December 13, 2017",1,"Gold",5,"all ok",NA
"95","Apple iPhone 8 Plus 5.5"", 256 GB, GSM Unlocked, Gold","Used and incomplete product","Nicolas","November 27, 2017",1,"Space Gray",1,"Don't waste your time and your money. Is a used product, box opened, no accessories inside (nor power charger, manuals, earpods, adapter and everything that comes with a new Iphone).All the Apple products come with full charge of battery by default so you can unbox and use it, this one came with empty battery too.I had to return it.Im giving one star because I don't have the option to choose zero.Don't waste your time and money like me, go to an Apple Store and avoid a headache.",8
"96","Apple iPhone 8 Plus 5.5"", 256 GB, GSM Unlocked, Gold","Misleading if you don’t know gsm...","Luke Milner","October 8, 2017",0,"",3,"This phone only works on TMOBILE and AT&T also way overpriced!! GSM networks are different from the networks sprint and Verizon use to be careful! If this helped please hit the thumbs up :)",46
"97","Apple iPhone 8 Plus 5.5"", 256 GB, GSM Unlocked, Gold","Not revolutionary but a great addition to your lifestyle","Techie Guy","September 23, 2017",0,"",5,"Snappy. Expensive. Camera Fantastic. iOS 11 very productive. True tone display easy on the eye. Wireless charging is awesome!I have a Note 8 and iPhone 8 Plus. Note 8 has many features and I love most, particularly Samsung Pay which works at way more places than Apple Pay does. Stylus is good to scribble stuff. Display is fantastic. iPhone 8 Plus with its execution (app performance) and Apple Watch Series 2 experience trumps Note 8 W/ Frontier S3 Watch.My old iPhone 7 Plus leather case from Apple worked just fine. The fast chargers I use with Note 8 work just fine with iPhone 8 Plus with the case on. This is my most favorite feature so far. True tone display and the snappy cameras with portrait lighting gives the extra edge over Note 8.iOS 11 is snappy. Migration of data from iPhone 7 Plus was made lot easy & quick with the new Apple Watch like transfer feature.All in all, great for productivity seekers, fashion statement & everything in between.",11
"98","Apple iPhone 8 Plus 5.5"", 256 GB, GSM Unlocked, Gold","Five Stars","Amazon Customer","November 29, 2017",1,"Space Gray",5,"Excellent",1
"99","Apple iPhone 8 Plus 5.5"", 256 GB, GSM Unlocked, Gold","The speakers are not as great as they used to be","Edwige Anatsui","September 24, 2017",0,"",3,"The speakers are not as great as they used to be, my iPhone 6s's speakers were way better than the iPhone 8 there is almost no bass, too high pitched",18
"100","Apple iPhone 8 Plus 5.5"", 256 GB, GSM Unlocked, Gold","One Star","Safiya","December 3, 2017",0,"Space Gray",1,"easily broke I want another one",NA
"101","Apple iPhone 8 Plus 5.5"", 256 GB, GSM Unlocked, Gold","Ripoff haha","Amazon Customer","November 3, 2017",0,"Space Gray",1,"Over priced for the iPhone 8 for 1,000$ might as well get the iPhone x smh",11
"102","Apple iPhone 8 Plus 5.5"", 256 GB, GSM Unlocked, Gold","Love","Shariyay","November 12, 2017",0,"Gold",5,"😍",NA
"103","Apple iPhone 8 Plus 5.5"", 256 GB, GSM Unlocked, Gold","Five Stars","Nawreen Jahan","November 10, 2017",1,"Gold",5,"Nice",NA
"104","Apple iPhone 8 Plus 5.5"", 256 GB, GSM Unlocked, Gold","I want to try this iphone","barbara","October 12, 2017",0,"Gold",5,"Apple iPhone 8 Plus, GSM Unlocked 5.5"", 256 GB - GoldApple iPhone 8 Plus, GSM Unlocked 5.5"", 256 GB - Gold",2
"105","Apple iPhone 8 Plus 5.5"", 256 GB, GSM Unlocked, Gold","One Star","Home installer","September 26, 2017",0,"",1,"A thousand dollars? You gotta be kidding me.... no way!",19
