,stars,comments
301,5,I bought this phone for my mom. The camera is perfect. Easy for her to use and the picture is clear and concise.
302,5,This is an upgrade from an iPhone 6 and is much faster. Love the bigger screen.
303,5,"Love the new iPhone. Upgrading from a 6, a lot of new features"
304,4,"Love the iphones, have had them since the original. This 8 is great, but wish I would have gotten an X."
305,5,"love the new iPhone 8, the battery life is amazing compared to old iPhone"
306,5,"You could never go wrong with an iPhone. I didn't buy the X because I wasn't ready to let go of the home button just yet, but hey...maybe next years upgrade? ;)"
307,5,I Like the 8 the 10 is overrated and over priced it does have the similar features compared to the 10.
308,5,Great phone. Excellent clarity. Good upgrade from the 6plus
309,5,Excellent phone. Great upgrade from the 6 they had.
310,5,I upgraded my child to an iPhone 8 from a 6 and of course she loves it. She loved the Rose Gold color too!
311,5,I was unsure as to upgrading to a Plus but I realize how much I needed a larger phone!
312,5,This purchase was for my daughter and she loves it. She is upgrading from IPHONE 6.
313,5,"I am came from a 6s and wanted a bigger screen. Really like it, wavered a bit because it is a little heavier than the 6s but was able to move past it. The camera is much improved from the 6s. It's a great phone!"
314,5,"Great pictures, faster and reliable, easy to use!."
315,5,Nice phone and I like the better cameras that it’s equipped with over my iPhone 6. Comfortable to use too while surfing the web
316,5,Compared to my old iPhone 5 this iPhone 8 is great. Much easier to read screen without needing glasses and less glare. Nice iPhone.
317,5,"Color is so beautiful. Phone is perfect size, fast and efficient. Downfall is it does not have portrait mode like the plus"
318,5,"Big but awesome. Fast, portrait camera is awesome, but too big for a pocket"
319,5,I love my phone I got mainly for the camera to take pictures of my kids and it’s very clear and perfect
320,5,"I love this phone. faster then my 6s plus. Camera is great, the feel of the phone is very similar to my 6s plus so didn’t need to get use to anything new."
321,5,All the features that I need ... it certainly fits my budget!
322,5,Works like every other iPhone. Fast and reliable. No complaints
323,5,Great help great phone Was a great experience buying it there
324,4,I bought this as a gift for my son for Christmas. This was an upgrade for him. This is the way I keep in touch with my family over the miles. That makes this phone so worth the cost.
325,5,"Very intuitive phone, easy setup and easy to use. Excellent camera options!"
326,3,The iPhone doesn't seem to be as user friendly as the Samsung Note 8.
327,5,"Bought my wife the 8 plus because she wanted something bigger, but doesn’t need anything crazy high tech. She loves it and it’s the perfect size."
328,5,"Much faster, sharper camera - get the extra memory!"
329,5,The speed is faster and the pictures are brilliant!
330,5,I have used the type of phone for the past few years and it’s great.
331,5,The camera is awesome. Love the feel of this camera and ease of use.
332,5,I got this phone for my son to replace his old iphone which was out of space. Hoping this one lasts longer than longer than 2 years.
333,5,I upgraded from iphone 5 and am very happy. Lots of new features and looks beautiful.
334,5,Had a 5C and wanted to get a phone for my daughter. I upgraded and love the phone.
335,5,Upset I had to buy a new phone because Apple slowed their batteries down. I am happy with the 8 though.
336,5,Happy with this phone so far. Good screen size and very vast processing
337,5,I recently upgraded from an iPhone 6plus. The camera is much better on the 8 plus. Apps load faster. I’m very happy with my phone so far.
338,4,Its better than the I phone 6 I had that stopped working or charging
339,5,"I upgraded my daughter's phone, she went from and IPhone 6 to the 8 plus and she loves it, she takes lots of pictures and she is in love with this phone's camera She is used to the bigger size now, I thought it was going to be a problem but she said it's perfect"
340,5,This was my first apple and it has not disappointed. Great phone.
341,5,"I bought this phone last week, I really like it, very good phone more features than my previous phone, I recommend this....."
342,5,"I gave this phone to my spouse as an upgrade from her iPhone 5, she loved it, especially the storage (256). Also compatible with her Mac computer, and Face Time with family."
343,5,I really like the change. It’s been much smoother than I assumed it would be. I still struggle with some things but I have friends that are iPhone users to help. The speaker could be louder but other than that I love everything about the phone!
344,5,"No complaints , best phone and best place to buy it at"
345,5,Needed an upgrade. Camera is a definite improvement.
346,5,Excellent camera great size and color. Not to heavy
347,3,I am a little disappointed in the iPhone 8 It really is not much different than my iPhone 6 I had but much more expensive.
348,5,A lot of bells and whistles without the cost of the X. The camera is a noted improvement!
349,5,I got this for my daughter to replace an older model iPhone and she loves it. It’s got a huge screen and it’s a big large but it performs great and she loves it.
350,5,Love it. Was an android person since cell phones came out. But want face time. Switch did take some patience to learn the Apple way. Now would not switch back
351,5,If you're considering buying this phone you won't regret it. It does take a little while to adjust to (especially coming from my Samsung) but it's so worth it! The battery life is amazing! It'll be one of the best purchases you make!
352,5,Upgraded my iPhone 7plus and got the 8plus the phones are exactly the same. No issues here
353,5,"I knew it was due time I upgraded my 6, so when I started doing research, everything kept drawing me to the 8. There was a noticeable difference in the upgrade, due to the quality of the phone itself, but also the features and clarity being projected. I love my new iPhone and if I had to do it over again, I would still select the 8 Plus."
354,5,Replaced my phone with the larger sized model. I like how easy it is to read messages and email. The camera is great.
355,5,Replaced my phone with this newer model. Like the camera.
356,5,I replaced the iPhone 6 with the iPhone 8. Love the new features.
357,5,I recently upgraded my iphone 6 to the iphone 8. The picture quality is better. I love this phone.
358,5,"Love this iPhone. The cameras are great, and it has the same chipset as the X."
359,4,"I upgraded from 6s Plus to the 8 Plus, and I’m very pleased! Apps don’t glitch, the camera functionality is superior, battery life is WAY better, and it seems to run more smoothly. The only irritation I have is that my mail app, every couple weeks, will act like it’s reloading all of my emails from scratch like it would the first time you set it up, which uses a ton of internet bandwidth and slows the phone a bit. Other than that, the phone is great and I’m very pleased with my choice!!"
360,5,Love the 8 Plus! Awesome phone. Upgraded from a 6 and super happy with my decision!
361,5,I purchased this phone for my 19 year old son as a gift. He loves it. I fell in love with the color. It is a great phone with new and improved apps and camera.
362,5,I am really happy with this iPhone. Great size. Faster. And my old EMF protection works well with it!!
363,5,You matched att store price and had the amount of phones I needed. You salespeople were very good and helpful. I also got a Best Buy credit card.
364,5,So excited to find the phone off her dreams... Thrilled to have an iphone.
365,5,"Not many changes that I can notice besides it’s a bit faster than the 7. Other than that, same phone. Hope this one doesn’t crash!"
366,5,Ended up buying another one for my teenage daughter because I love it so much!
367,5,I've been an Apple product fan for several years and intend on staying that way. The iPhone 8 is another great product in Apple's line up.
368,4,So i’m not too please with the iphone 8 it’s not much of a difference from the 7 expect you can charge it wireless I guess that’s cool.
369,5,"My daughter got this and she loves the phone plenty of space good camera, it’s way faster then her old 6s"
370,5,"My only complaint so far is that the phone itself is slick and flies out of my hands way too easily! had to get a sticky cover so the phone doesn't slide out of my hands just holding it. Still having to get used to the new layout and missing some of my apps because the developer is behind the times and hasn't updated the app, but I am very happy 1 month in."
371,5,This 8 plus is truly an upgrade from 6s. Love this phone.
372,5,"It’s an Apple product, what more is there to say???"
373,5,"I bought the IPhone 8 Plus and thought about returning it for Samsung Note Or IPhone X. Glad I kept the 8. I like that it’s familiar with some newer twists. The texting is better( not so many unwanted words being sent) and it’s much faster. Camera is really nice. I had to turn off Siri because it was always popping up when I pressed the home button. All in all, I’ll hang with Apple for a while and see how they improve the X."
374,5,Very happy with my 8. Good value upgrade from my iPhone 6s.
375,5,"Good size, love the picture quality, love the color."
376,5,"Good picture quality, good size, love the color, love so far."
377,5,Like the speed of the operating system; nice size for the hand; fast wireless charging. Nice improvement over the 7 Plus.
378,5,My daughter swears by apple products. She likes the things that she can do with it
379,5,Continues to be easy to use and many good features and functions.
380,5,Upgraded from the 6s plus and love it. Great investment for a phone.
381,5,Best iPhone ever love the camera an the wireless charger
382,5,I upgraded from an iPhone 6 so this 8+ is definitely better! I have no complaints as of now.
383,5,Upgrade over the iPhone 6s Plus is well worth it. Great phone
384,5,Had the iPhone 7 Plus and the iPhone 8 Plus is much faster and has an excellent camera
385,5,Love the color of the rose gold. Great phone with great camera.
386,5,Love the new iPhone 8. A lot faster than the iPhone 6.
387,3,The home button drives me crazy it keeps taking me to Siri
388,4,It will take getting used to. Touch screen and buttons feel different.
389,5,"Moved up from iphone6. Camera is improved, processing is a little faster, and battery life is longer. Glad I made the switch"
390,5,Love the phone. My daughter was right in getting me to choose the plus.
391,5,Very happy with my new cell Love the silver color.
392,5,I am an Apple fan. I have yet to be disappointed in the products that I have purchased from them.
393,3,The 8 is exactly like an iPhone 7 only with fingerprint coding to unlock. Suggest if you have an iPhone 7 to not up grade to an 8 or x
394,5,It's a better iphone that has a great resolution for pictures.
395,5,"This phone was bought for my 16yr old, it has worked great and has great features. Definitely will keep the apple lover happy!!!"
396,5,Phone was purchased for my daughter which was great. But we had someone help us who had no experience and didn't bother transferring all my daughter's info from her own phone.
397,5,"This was an upgrade to her 6S, and she's really happy with it so far. It's fast and much more space for storage compared to her old phone."
398,5,We received good service with big purchase decisions. Husband switched to iphone after years and so far he’s pleased.
399,5,"My daughter loves this thing, then again what 11 year old wouldn't."
400,5,Good update. Fast processsor. Very happy with our purchase.
401,5,"Great phone, son loves new features from the 6s version."
402,5,I needed an upgrade pretty bad and this phone is very sleek and I love the color. I do recommend the glass screen protector for it. I’m still figuring out all of the features and the battery life so far is good.
403,5,This iPhone was the best purchase of 2017. I love the 8 plus
404,5,Great phone with great features. Daughter loves the new camera.
405,5,"Purchased phone for 16 year old daughter. She loves the phone, camera and larger size screen."
406,5,The iPhone 8 is an awesome phone. Nice design and quality.
407,5,love it works easy smooth transitions doesnt lag like some of the others.
408,5,"Great phone, great camera, easy to set up and tons of storage."
409,5,The best phone on the market! I can’t wait to use the wireless charging feature!
410,5,"Have been a Samsung Galaxy owner since the S4. Good phones, I never made the change due to freedom etc. what made me change was reliability. And well a lot of reviews and close friends told me Apple is more reliable and so far I have had phone for about 2 weeks w all the apps I had on my s7 edge and it’s running smooth and battery last longer"
411,5,Perfect size great camera easy to work beginner very satisfied
412,5,"The best phone in the market for now, The camera is highly awesome"
413,5,Better camera and a bigger screen. All around thumbs up
414,4,Just replacing my old iPhone 6. Did not want the X (ten) because of the facial recognition.
415,5,Best phone on the market. The camera is amazing. Not to mention the staff was very helpful.
416,4,"The phone functions just fine. It’s fast (of course, it’s new) and the perfect size. The only thing they seemed to be able to brag about was the glass back for wireless charging...which is nice but adds to the fragility of this phone. Not much else is new! I upgraded from a 6."
417,5,"I wasn't going too upgrade from my i-phone 6 too the 8, the 6 is working just fine, BUT I decided too go for it, Holy Moly what a difference, why did I wait so long, the câmara is my favorite it's awesome, I just got so I'm still figuring everything out, Don't wait go get one.."
418,5,Easy to use and a strong upgrade from my 2 year old 6S
419,4,nice product odd to handle at first......................
420,5,Great photos! Longer battery life than the 6s. Would definitely purchase again!
421,5,I love the phone. The size does take some getting use to after having a smaller phone.
422,1,I purchased this iPhone as a Christmas gift for my grandson (age 22). He has a photography hobby and owns many cameras. He is delighted by the quality of photographs taken with the iPhone 8 plus. On the day of the purchase I learned of the AT&T promotion offering two phones for the price of one. I took advantage of the promotion and have upgraded my phone from a 6 plus to an 8 plus.
423,5,faster and better than its previous version. love the screen and the seamless operation
424,5,"I had the iPhone 6, decided on the iPhone 8 plus. Really glad I went to plus size (i had resisted for a long time- didn't want something big) but now I don't know why I waited this long. I really like the size."
425,5,Upgraded from a iPhone 6 and I’m very happy about the new phone.
426,5,This was a upgrade for my son which was still using an iPhone 5.
427,4,"Much faster than my iPhone 6 was even when the iPhone 6 was new. Battery life is pretty good. Invest in case and screen protector, cannot stress this enough. Scratches way too easily because of coating on the glass."
428,3,So far the iPhone 8 Plus is doing good. It has been working good
429,3,"So my daughter's iphone 5c was aging, being nearly 4 years old, and my iPhone 6 stopped working correctly, and I'm watching the lawsuit against Apple with glee. I wanted to go Samsung, but she loves apple, so I took one for the team, fully charged my ""6"" so it would work when evaluated for trade in, and got this phone as the 'buy one' part of the special AT&T was running under their Next program. Of course, my '6' was a 64Gb, and was nearly full after 3 1/2 years, so I sort of talked myself into getting the 256Gb beast. Apple could simplify all of our lives (theirs and ours) by just providing a slot for a standard memory expansion card (micro SD?) like other makers do for Android phones. Would make transferring or printing photos ever so much less sucky. BB staff was decent to work with, although some of the conversations between team members about disciplinary discussions were kind of unprofessional. Keep that stuff in the break room please."
430,3,"So my daughter's iphone 5c was aging, being nearly 4 years old, and my iPhone 6 stopped working correctly, and I'm watching the lawsuit against Apple with glee. I wanted to go Samsung, but she loves apple, so I took one for the team, fully charged my ""6"" so it would work when evaluated for trade in, and got this phone as the 'get one free' part of the special AT&T was running under their Next program. BB staff was decent to work with, although some of the conversations between team members about disciplinary discussions were kind of unprofessional."
431,5,"I'm so glad I went to Best Buy to buy our iPhones! The service was amazing and we are so happy with the selection they had, even right after the 8's were released!"
432,5,Love the picture quality. And storage in my phone yeah
433,5,This was a replacement for an iPhone 6s that our son likes but he hasn't really changed what he does and it used 10 gigabytes of data in the first month. Before he was using about 4 gigabytes of data. We will take it to a Verizon store to see if they can help us fix it
434,4,"Due to ""battery"" conspiracy with Apple, I upgraded to the iPhone 8 Plus rather than the iPhone X. There have been too many problems with the X, and it is not the size of the Plus devices, so I will have to hold out until next year. HOWEVER, THIS PHONE IS NOT THAT BAD AT ALL!"
435,5,"I have had each plus since the 6, I wouldn’t have upgraded so soon but my 7 started acting up and so I jumped the gun and just upgraded. Well instead of the Best Buy members just looking to see if they could help me with my old phone they just jumped on the sale of course and come to find out I just needed to upgrade to the new update on my 7. So now I feel like I have two of the same exact phones. Cannot tell any difference between the two."
436,5,apple doesnt fail with the iphone 8 i have been a user for years and will continue
437,5,I love the size of the screen and the resolution. : )
438,5,"Love the massive size. Has some great features my iPhone 6 didn't have. Like the screen size, camera options. Quality phone!"
439,5,"Nothing much has changed, but the camera on this thing is legit!"
440,5,Highly recommend the iPhone 8 for anyone interested in getting an iPhone
441,4,Got this phone for my wife as an upgrade from her iPhone 6. Better camera with the 8. She loves it.
442,5,I looked over several phones and finally came back and purchased the iPhone 8. Other phones seem to want to be what iPhone already is. They may have 1 or 2 specialty features but the iPhone 8 blows them away with all it offers.
443,4,I got this for my daughter. It is a perfect phone for a teen.
444,5,Good built and camera quality. Upgraded ithe device after long time and can see visible difference from last handset.!
445,5,This is my first Iphone. I have been a Samsung Galaxy user for the last several years. There is no comparison to the Iphone. So many more user friendly apps that are Iphone supported.
446,5,"Sure I am a lemming who has bought into the iOS universe. Fine. But this is a nice upgrade from my SE, which was just under two years old and is still running well and holding a charge. Haptic feedback is smooth and was an easy transition, and I now need a slightly larger screen. OLED is stunning! All around we are very pleased, especially with the BOGO, which is not as easy to find with our particular carrier."
447,5,"Upgrade from an iPhone 6, love the bigger screen, the much improved camera and excellent speed of this new phone. Also like the wireless charging capability.Only downside is the hefty weight of the phone, but that's the price you pay for the bigger screen."
448,5,"Outstanding improvement with camera versus my iPhone 6s Plus. The portrait mode is awesome. The new os is smooth as silk, due to improved processor, and the battery life is significantly better."
449,5,I'm not an iPhone person but my kids are...he is a happy guy
450,5,Bought this for my son for Christmas and he love's it
451,5,Upgraded from 6 & am very impressed with how much better this phone is. It’s faster & holds a charge a lot longer.
452,5,I purchase this phone for my daughter and she loves it
453,5,"great , great , great ,great, great, great, great,"
454,5,"apple items are very good products to by for gifts,"
455,5,If you’re a apple person this is the phone for you.
456,5,"Great camera, great picture. Works good with my Mac laptop"
457,5,One of the best iPhone. If you have been on the fence regarding upgrading I would highly recommend to upgrade to the iPhone 8 Plus! Stand out features: - Great display - Long last battery - Wireless charging - Quick charging - Fast processor The iPhone 8 Plus is a great buy highly recommended!
458,5,My old phone was a 5s thus the improvements are striking. Much to learn but initial use of the camera is very impressive
459,5,"We were initially very skeptical about the size of the 8+, as we upgraded from the 5! However, we love it!!! We also are really enjoying The extra storage and the absence of the “not storage” pop up!! Love the upgraded camera/photo options. Amazing!"
460,5,Although it took sometime to get working just with plan changes and activation this is a great phone.
461,5,at first my wife thought this would be too large - wouldn’t fit in hands or pockets and be too hard to adjust to. after a few weeks it’s hard to imagine what we were using before. we BOTH got one of these. she really likes the white color. i went with black. so far so great.
462,5,iphone is the standard for me. i’ve had just about every incarnation.. keep coming back b/c they just always work. never had a bad one. the X is way overpriced. hope they work that situation out.
463,5,"My son loves this phone and says it has a really nice camera. Once you go to the larger phones, you never go back."
464,4,My new 8 iPhone receives better WiFi and Bluetooth connection than the 5S I previously owned. I like the slightly big size. Battery of course last longer
465,5,Always love the iphones. Takes a little getting used to but I wouldn’t get anything else
466,5,I really can’t tell a difference between the IPhone 7 & IPhone 8. I don’t think I’ll ever lease a phone again. I’d rather pay it out over 24 Months and keep the phone
467,5,So far this has been my favorite iPhone. The size takes getting used to but the larger viewing screen is amazing!
468,5,"Fast,great camera and everything that the iPhone do."
469,5,For the price and memory it’s a great product. Camera is great too
470,4,Seems to be a lot faster and so much better than my last phone holder better charge and I love the wireless charging
471,5,Another great addition to the iPhone legacy. Very happy with the purchase.
472,5,My grandbaby loves it so far I hope I continue like this it great.
473,5,Wife's iPhone 6 would not work even after changing battery. Time for an upgrade. Huge leap in storage and features for her. She loves it so far.
474,5,"I was convinced last year I would buy the new iPhone X when it was released. All the leaked photos, specs, etc., made it my clear choice of my new upgrade. Then I went into Best Buy and actually held the X. First impressions: it's small. But this is because I have always used the plus sized phones when possible. Screen looked great. However, when I pulled up some videos and did a side-by-side comparison with the 8s Plus, I knew I wanted the 8. The screens look identical with great resolutions. Colors are bright and vivid, even ""crisp"" if that is word that can be used to describe colors. But, despite the fact that the X screen is just slightly larger than the 8s Plus, the videos were smaller. Much smaller. This is because of the screen ratio being slightly less wide than the 8s Plus. For me, this alone was the deal breaker. I can do without the talking emojis. That would get old for me real quick. I like seeing my screen big and bright. The X is bright, big, but not when it comes to videos, Netflix, etc. That's really the only drawback. Oh, and my 8s Plus was $200 less. Sold."
475,5,"The iPhone 8 has practically all the features of the iPhone X but at a much lower cost. Good size, easy to handle, and Apple quality."
476,5,Love the upgrades! Would recommend protective case since the back is now glass too.
477,4,"Love this iPhone, I’ve had apple products since the very first Mac book and iPhone and I recommend Apple every time. Their product may be priciest compared to “ Microsoft “ but I’ve owned both types in laptop and phone version and Apple products have always been virus free maintenance free and trouble free for me, I have never had issues with Apple!!"
478,5,This is my first smart phone. I chose a IPhone because it is set up just like my iPad. Love the size of the plus. Looked at the reviews for the different iPhones and decided on the 8 Plus. I liked the 8 Plus better than the X.
479,5,I went from the Galaxy S6 Edge plus to the 8 plus and I absolutely love it! What a super sleek phone! Everyone should have it!
480,4,"The iPhone eight downloads rapidly. The typing out of voicemail messages seems to be a good idea. I am enjoying the low light camera. I still prefer the size of the iPhone 5 at this point. For some reason,the phone seems to require more data than my previous phone. This phone seems to make more mistakes in “talk to text“ then my previous phone, but maybe it will get used to my speech after a while. It made about 15 mistakes as I tried to “talk to text” this review, for example. The battery also seems to deplete quicker than I expected. Mostly, though, I expect to get used to it and it’s new features overtime and to enjoy how many things you can do for me."
481,4,I upgraded from the iPhone 6 and I guess I expected a little more. The battery life does seem to be a lot better though.
482,3,My last 6s was perfectly fine until all of a sudden my battery started acting weird. So I got the new phone instead of a battery.
483,5,I upgraded from an iPhone 6. The iPhone 8 is much faster & I like the convenience of wireless charging.
484,5,If you are a fan of the iphone than this one is what you are looking for. If you have a older one consider replacing the battery if you don't want to spend money on a new phone.
485,5,Phone is great slick and works great with all my apps
486,5,Love this phone! Easy to use and big screen for older eyes.
487,5,My son loves his new phone!! He didn't have any problems setting up his phone or using his phone.
488,5,Love my New Apple 8+. Very fast and reliable. Battery life is also great!
489,5,"My second Iphone, excellent product. Concerned about recent battery issue, but flawless thus far."
490,5,"I love the rose gold color, it's gorgeous! I bought a clear cover so the color will still show in its protected case."
491,5,"But the iPhone 8's camera alone is so far superior, battery life is excellent, & option for wireless charging is magical."
492,5,I absolutely love this phone!!!!!! It does everything for me!!!!! Definitely happy I didn’t wait to get the iPhone X!!!!!
493,5,Bigger screen for better viewing and great for web surfing!
494,5,My best ever phone by far it is much faster than iphone 7
495,5,Very happy with my new iPhone however found that apple caused the problems with the batteries on purpose!! Very upset with apple
496,5,This phone is awesome! Does everything I need it to do and more
497,5,"I bought this phone right before the iPhone X came out and I am glad I did. It is very fast, has a beautiful screen and a very capable camera. Plus it is relatively cheap compared to the other flagship phones that came out this year."
498,5,Excellent phone. Was hesitant to choose between iPhone X and 8plus. Very happy I chose this phone.
499,5,"Holds a charge very well, camera works great and I can make telephone calls with it!"
500,4,"Decent phone. Nothing special about it. Basically just like my 6S Plus. Works, and that’s the main thing."
501,5,"Great phone, a bit heavy but takes great pictures."
502,5,I love this phone. Camera is great. Love the extra starting storage space
503,5,Phone is awesome screen is much bigger from upgrading from a 6s. Black color is much better than gray
504,5,Phone is awesome screen is much bigger from upgrading from a 6s
505,5,Phone works great. Love the front and back camera. Very pleased with battery life also.
506,5,I am really glad I upgraded my phone to the 8. Pictures are clearer & features are worth it.
507,4,"Upgraded from a iPhone 6s Plus. Got this instead of the 8 because I liked the bigger phone. But since my iOS updated before I got the new phone, I don’t really notice anything that would be worth upgrading from a 6 to an 8."
508,5,I had an iPhone 6s and this phone is user friendly as well with more bells and whistles. Good alternative to the more expensive iPhone X.
509,5,The iPhone 8 is a nice upgrade from the 6. The processor is faster and the camera is a good upgrade.
510,5,This phone is pretty much like prior models but new.
511,5,"This is my wife's phone, she upgraded from Iphone 7, she is getting used to the larger size but other then that she loves it."
512,5,"If you like iPhones this will be no different. Ive always had an iPhone and am happy with the ease of use. This is my first time with the Plus model. Still getting used to the size, but no a big deal."
513,5,Very happy with the new phone I was due for an upgrade for a long time. Phone is reliable battery life is much better than before.
514,5,I have always been an android user but this new phone is amazing.
515,5,I love apple so when I had to up grade I got a 8....love it pictures are great....and wireless charge
516,4,"I mean it’s an iPhone, what can I really say. It was a great door buster deal when I purchased and I was forced to upgrade from a 6 due to software compatibility issues with AR Apps."
517,5,It's a iPhone what more do I have to say....we needed new phones so we upgraded
518,5,My wife is very pleased with this latest rendition.
519,5,I wanted a IPhone with a larger screen and more memory and the 8 plus does the job. I love that it was available in gold tone.
520,5,As expected the upgrade was seemless and the phone is great. Really like the water resistant and larger screen the 8 plus provides.
521,5,"iPhone 8 Plus is exceptional, just like its ancestors. Very happy with no complaints."
522,5,The best camera I have ever had on a mobile phone. The wireless charger ability is great too.
523,5,"Went from a 6 to an 8, nothing much to say, it’s an iPhone."
524,5,"Went from a 6 to the 8. Much faster but not much to say, it’s an iPhone."
525,5,"So far, I really like this phone. The cost is pretty high but that’s Apple I guess."
526,4,"I like Apple products in general, but that said the prices are rather absurd. Nice upgrade from a 5."
527,4,The salesman could of been a lil more patient with me
528,4,So far an excellent phone. Battery life is good. Ear phones little funny
529,5,Very satisfied with the iPhone 8 Plus and it has exceeded all my expectations on performance. I was a little worried it might be too big coming off the iPhone 5s but I found it is perfect.
530,5,I live the phone and the amount of space. I love the size of the phone too
531,5,This iPhone works perfectly on the AT&T network. Very satisfied!
532,4,Haven’t had the phone long but the only difference I notice between this and my iPhone 6 is the battery life and the camera are better
533,5,Bought this phone for my teenage daughter she loves it. Great camera!
534,4,"We purchased this as a Christmas gift, no complaints thus far."
535,5,We got this for my daughter for Christmas she loves it!
536,4,Upgraded from iPhone 6s. Both ny husband and I had problems with our 6s. So far we are pleased.
537,5,My son was very happy to receive his christmas present. Best present ever
538,5,Would have like the iPhone X but it was too expensive. Love the portrait mode in this phone. Wish they would have done it on the iPhone 8 too. The size of this phone is a little jig for my hands
539,5,Bought two for Christmas gifts when they were on sell to replace the 6 that was running slow and shutting down. Works like all the rest of the iphones. Just cost way too much!
540,5,Love this phone.........................................................................................................
541,5,So far so good. Lots of new features. Amazing camera. Easy to navigate still
542,5,I'm very happy with this phone. It is the best one I have had so far and the camera part of it is just icing on the cake. I'm very pleased with the speed of the phone and apps as well as the screen is large enough for me to see easily. The camera also rocks if i have not mentioned that yet.
543,5,"I upgraded from the iPhone 6 and am happy that I did. The 8 is not much different, so nothing new to learn. Im glad I upgraded."
544,5,I am not quite sure if this is better than the X but for me it is just what I wanted and needed for the time being. It does what every other Iphone SHOULD do.
545,4,"What's there to say... it's an iPhone, just like the model before it, but slightly faster with more storage. Yay."
546,5,I once again am very pleased with my iPhone purchase.
547,5,This was a great upgrade for my wife! She had a 6 previous that was slow and took great pictures
548,5,So far so good. I got my son the 7 and i upgraded myself to the 8.
549,5,"This is one the best apple phones ever! Great picture quality, sound and size! This is a must for diehard apple fans!"
550,5,So far this iphone 8 plus works great. Have had no problems since buying it three weeks ago.
551,5,I’m coming from the IPhone 5S and I feel like wow this is new smart phone technology. Simple yet “perfect” really love the HD camera and live picture feature.
552,4,Apple next generation iPhone is really nice easier to use but a little too big
553,5,I wanted a bigger size and this phone is great ...
554,5,Kids love this and I have had fun playing when they let me. 5 Star!
555,5,Very happy with my new phone to replace an Iphone 6 that had seen better days.
556,5,upgraded from IPhone 6. The features on this phone are worth the upgrade.
557,5,"Had the 6 prior and now enjoying the new features, would have liked to know about the batter cpu slowdowns bad kept my old phone, but either way enjoying this new iPhone"
558,5,"My wife loves this device. Her only complaint was adjusting to the large size. She loves everything about it - speed of processing, ease of use, and size of storage (256G). I’ve made a monster and now she’s always going to want a “phablet”. I ordered this for self install and had no problem setting it up at home."
559,5,Apple upgrade #3. We love the operating system and Apple features.
560,5,My daughter’s first choice! Very pleased with that choice.
561,5,"I was nervous about the larger screen, but in the end... I love it!!"
562,4,I am upgrading from an iPhone 6. Awesome and powerful phone.
563,5,I’ve owned many iPhones and the 8 still works as well as others. The volume on it doesn’t seem as loud as previous models but everything else is what you would expect in iPhone series.
564,5,Great phone excellent reception and style one of a kind
565,4,It runs a lot faster than my iPhone 6s and has a much better camera.
566,4,"Great camera, better than the previous iPhone 6s. Recommend."
567,5,Love the Phone. Great Apple Product. B Easy to set up and transfer all the data and history from my previous Iphine.
568,4,Upgrading from iPhone 6 to iPhone 8. Great upgrade value relative to price.
569,5,"I upgraded from a 6+. Not that different, but it is faster"
570,5,"Best iPhone yet, totally satisfied and could not be better"
571,1,Not a fan of the iPhone after I bought this one going back to Samsung
572,5,I upgraded from a Samsung S7 to this Iphone and I wish I had done it earlier. The battery life is well beyond my expectations and the phone itself is very responsive.
573,5,Thank you for helping me shoose my product I will recommend you guys.
574,5,My daughter has no complaints on it. She loves it with no glitches noted.
575,5,Bought for my wife as a gift hope she likes it! Great iPhone
576,5,"Still playing around with it, buido far so good..."
577,4,It is very nice unlocked phone I neve to have before.
578,5,Up graded daughters iPhone she loves it great phone.
579,5,Upgraded from iPhone 6 Plus. Great phone. Nice up grade.
580,5,What can I say this is my fish I phone and no problems so far they are user friendly and easy to use.
581,5,has all the necessary feature of iPhone without costing an arm and a leg
582,5,Thanks to Best Buy great costumer service thanks..
583,5,"Holds up to the expectations I have of iPhone so far! I had my 5, and 6s plus both for 2 years and never had any functionality, battery life, or any issues from them. They were in perfect condition when I upgraded. Hoping for the same with this one!"
584,5,Its an Apple. Be aware that ordering on line means the store won't help in set up-it's all you.
585,4,Bought a new iPhone for my son and took advantage of e BOGO deal. Best Buy Rep was great providing pricing and program options to help us the biggest bang for the buck.
586,5,Great product. Easy installation. Highly recommend.
587,4,Apple stayed consistent with this model. It’s not flashy but they upgraded some features on iOS that catch up with some cool Android features.
588,5,Better than expected. So many features and upgrades from my old iPhone 5. Definitely needed a new device.
589,5,I love the advances to the camera! Rhe wireless charging is so convenient
590,5,Daughter loves her new phone the iPhone 8 a better upgrade from the 5
591,3,So far I am undecided phone will shut off while in use haven’t figured out if it’s the new processor or an update that Apple has not sent out yet
592,5,Great camera quality my wife loves itWould recommend it to friends and family
593,5,Great camera quality I would recommend for any of my friends or family or coworkers break phone
594,4,This phone has a great camera. The battery life is unbelievable.
595,5,The camera is awesome. Very pleased. Apple has done it again.
596,5,"Great camera on this phone. Pictures look great, I get a lot of compliments!"
597,5,Love this phone. I have always owned Apple products because they are easy to use and durable.
598,4,The best I phone I have had and cheaper then the x and alimony every option
599,5,Better than my 6s. Prior to getting this phone I was sure that then6s was the best phone. 8 plus is now my favorite.
600,5,Bought this for my daughter for her birthday. Love the new features of the iPhone 8.
601,5,I ended up getting the iPhone 8 over the X. I figured the 8 was basically just as good and since I was buying it out right it was a lot cheaper.
