,stars,comments
342,5," My daughter's iPhone 5S began having numerous problems, therefore, I had to upgrade. Best Buy had a better deal on the iPhone 8 which overall will save me money. I had planned to get her the iPhone 7 but for a few dollars more we were able to get 256GB which is best for my daughter! Audrey and Karl were AWESOME knowing I had limited time, they worked as a team and had me in and out with time to spare! Great service and wonderful to see how professional they were working together!  Avis complet  "
343,5, Love my new phone! Takes great pictures and video!  Avis complet  
344,4, She loves the phone and the ease of use between all her apple products. She can text like lightening!  Avis complet  
345,5, Super Handy! Leider ein bisschen teuer... wobei es jeder Cent wert ist.. absolute Kaufempfehlung!  Avis complet  
346,4," I bought this phone to replace my mom's old laggy iPhone 6+. She likes it and she easily learned all the new features quickly. Thank you Best Buy for setting up her new phone for her before she left the store. My mom is having a minor issue with her new phone. When she is in a low signal area or overly congested area, call quality sounds terrible on the person she called side.The call comes in clear on her end, but on the other end the call quality is very muffled, staticky, and has an echoing effect. I don't know if this a Apple issue or Verizon issue. According to her, Its only happened a few times over a course of a month. Besides that issue, she likes the phone a lot over her old iPhone.  Avis complet  "
347,5," The iPhone X gets all the love (justifiably so) but this is is a great upgrade from previous models Fast great screen and camera, great speakers and battery life. Powerhouse  Avis complet  "
348,4," I upgraded from the iPhone 6s and there really isn’t much new to this one. It has the wireless charging capability, which is cool, but everything else is essentially the same. That’s not a bad thing since the 6s was very good but there aren’t really enough improvements to make it worth the upgrade u less you are having issues with your current phone and need something new. It’s a great phone though.  Avis complet  "
349,5, Bought for my son for Christmas as a replacement for his Apple IPhone 6. He is very happy with the phone and always has Apple iPhones now. No other is considered.  Avis complet  
350,5, Lovely phone. good memory. Camera is great. Great service picking up from local Waitrose  Avis complet  
351,5, Phone fits perfect. Screens seemlesly transition. The pictures are perfect.  Avis complet  
352,5," Loving my new iPhone 8! I’m way more careful with this one since it has a glass back, however, the color is pretty and looks good with the case I bought!  Avis complet  "
353,5," The iPhone 8Plus is a major upgrade from my old 6 Plus. Extremely fast and the quality of the picture is great. Miss the headphone jack when bluetooth headphones are charging. Great battery life. I get a full day with heavy use (email, gaming, internet searches). The best battery life of any iPhone I ever had (since first iteration).  Avis complet  "
354,5, Upgraded from iPhone 7 Plus to iPhone 8 Plus. Very similar to iPhone 7 Plus. Do like the wireless charging capability.  Avis complet  
355,4, He had a android before. He likes this better easier to operate  Avis complet  
356,5," Das iPhone 8 Plus für mich das beste iPhone auf dem Markt. Ich hänge schon lange an Apple angefangen hat es mit dem iPhone 2G dann 4 ,5c,6,6s mit meinem iPhone 6s war ich super zufrieden nur langsam hat die Batterie nachgelassen und es wurde langsamer. Ich wusste nicht was ich machen und konnte mich nicht entscheiden welches mein neues iPhone werden soll. Ich ging in den Media Markt nach Karlsruhe und lies mich beraten von einem sehr kompetenten Mitarbeiter. Am Anfang hatte ich Zweifel ob das iPhone 8 Plus mir nicht zu groß sei doch dann entschied ich mich doch dafür und es war die beste Entscheidung meines Lebens. Ich bin vollkommen Zufrieden und brauchen fast nichts anderes mehr um meine Alltägliche Arbeit zu erledige.  Avis complet  "
357,4, The phone screen is bright and crystal clear. Everything worked straight away. I had no trouble setting it up.  Avis complet  
358,5," My 4th iPhone and this one is wonderful. I like the larger screen for easier reading, and the larger keypad for easier texting. I highly recommend the iPhone 8+  Avis complet  "
359,5, I kept running out of space for pictures and mi games  Avis complet  
360,5, Cannot fault this product. Was thinking about the 8+but I am glad I went for this 1 as it’s light smaller and very easy to use  Avis complet  
361,5, Fast new iPhone with great features and an extra year’s guarantee from JL.  Avis complet  
362,5, The iPhones just keep getting better and better! I love the camera on this one.  Avis complet  
363,5, I've had numerous iPhones in the past and this is by far my favourite with the larger screen. Initially sceptical about having a larger screen but really easy to use.  Avis complet  
364,5, Easy to set up and simple to use. Very satisfied with the product!  Avis complet  
365,5, Pretty consistent upgrade from the 6 to the 8... Works as advertised  Avis complet  
366,3," I am disappointed with this phone. It looks and do the same as my old iPhone 6 , so I don’t feel that I am having a new phone . I am going to return it today.  Avis complet  "
367,5, bought from here as you had the best offer good quick secure servicedoug  Avis complet  
368,5," Upgraded from the 5, such a difference! Much faster with excellent features as expected with I phone. Customer service great with John Lewis- Was lucky to find the phone on a special discount for one day only which happened to be on my birthday just before Christmas!  Avis complet  "
369,5," Great phone and great delivery, especially as it was ordered in the Christmas rush! Amazed at the 2 year warranty too. Big thank goes to John Lewis and Apple!  Avis complet  "
370,5," I thought it’d be too big, but I got used to the size quickly and have no intention of going back to buying smaller phones. The camera is amazing, the sound is surprisingly good and the screen is very nice too.  Avis complet  "
371,5, A good phone for your everyday needs and more! Great quality and wonderful service.  Avis complet  
372,4, A good phone for your everyday needs and more! Great quality and wonderful service.  Avis complet  
373,5, Great phone with all the features you want to have  Avis complet  
374,5, Great phone with all the features you would want to have  Avis complet  
375,3, The iPhone-8 is an average phone (for now). I hope the IOS and battery will last a bit longer (this time).  Avis complet  
376,5, Replaced my 6S with this phone. Great apple product that I am used to.  Avis complet  
377,5, Love the way I can go from one thing to another much faster than before!!  Avis complet  
378,5, Unfortunately I was forced to buy a new iPhone because my IPhone 5 would no longer hold a charge  Avis complet  
379,5, Upgraded my daughter's aging iPhone 6 and she loves it. It's much faster and she is learning to use the new features of the phone. Lot of accessories for the phone as well.  Avis complet  
380,5, Got this phone for my boyfriend's mom as her first cell phone and its amazing. Definately user friendly we both have Samsung's and i am still able to help her set it up.  Avis complet  
381,5, I bought this phone for my mom. The camera is perfect. Easy for her to use and the picture is clear and concise.  Avis complet  
382,5, Producto en perfecto estado  Avis complet  
383,5, This is an upgrade from an iPhone 6 and is much faster. Love the bigger screen.  Avis complet  
384,5," You could never go wrong with an iPhone. I didn't buy the X because I wasn't ready to let go of the home button just yet, but hey...maybe next years upgrade? ;)  Avis complet  "
385,5, Great phone. Excellent clarity. Good upgrade from the 6plus  Avis complet  
386,5, Excellent phone. Great upgrade from the 6 they had.  Avis complet  
387,5, I upgraded my child to an iPhone 8 from a 6 and of course she loves it. She loved the Rose Gold color too!  Avis complet  
388,5, I was unsure as to upgrading to a Plus but I realize how much I needed a larger phone!  Avis complet  
389,5, This purchase was for my daughter and she loves it. She is upgrading from IPHONE 6.  Avis complet  
390,5," I am came from a 6s and wanted a bigger screen. Really like it, wavered a bit because it is a little heavier than the 6s but was able to move past it. The camera is much improved from the 6s. It's a great phone!  Avis complet  "
391,5," Great pictures, faster and reliable, easy to use!.  Avis complet  "
392,5, Nice phone and I like the better cameras that it’s equipped with over my iPhone 6. Comfortable to use too while surfing the web  Avis complet  
393,5, Compared to my old iPhone 5 this iPhone 8 is great. Much easier to read screen without needing glasses and less glare. Nice iPhone.  Avis complet  
394,5," Big but awesome. Fast, portrait camera is awesome, but too big for a pocket  Avis complet  "
395,5, Way faster than the 7 that I had previously. I would recommend an upgrade  Avis complet  
396,5, Bought for my daughter and she loves the better quality of the camera on the iPhone 8+  Avis complet  
397,5, As a Christmas present I did an early upgrade on my daughters phone. She has nothing but good things to say about this phone.  Avis complet  
398,5, Just replacing older iPhone with newer one! Love new features.  Avis complet  
399,5," I upgraded our iPhones and we both love our new iPhone 8s. Faster, better resolution. Only thing is I don’t like how I can’t charge and listen to music at the same time. Will have to invest in Bluetooth earphones  Avis complet  "
400,5, I love the iPhone. This is one of the best ones yet.  Avis complet  
401,4, Faster with better battery life than its predecessors.  Avis complet  
402,5, Purchesed for my wife to replace an old iphone 6. Much faster and the camera is much better. So far it is great  Avis complet  
403,5, This phone rocks! From camera to speakers this phone has it all.  Avis complet  
404,5," Va come un treno, batteria ok, acquisto azzeccato, soddisfattissimo.  Avis complet  "
405,5," I'm a middle aged woman trying to keep up with modern technology with the help of my 2 children. I converted from other phones to the iphone when the iphone 4 was current. I've upgraded to an iphone 6 and now finally the iphone 8 plus. It does everything and more. It was such a good phone that my children actually went in together to get their own in a BOGO free deal when we switched from Xfinity to DirecTV. So now we all have an iphone 8 plus, and needless to say, all of us are thrilled with the technology on this phone. It's the bomb dot com!!!  Avis complet  "
406,5, I love my phone I got mainly for the camera to take pictures of my kids and it’s very clear and perfect  Avis complet  
407,5, All the features that I need ... it certainly fits my budget!  Avis complet  
408,5, Great help great phone Was a great experience buying it there  Avis complet  
409,5," Very intuitive phone, easy setup and easy to use. Excellent camera options!  Avis complet  "
410,3, The iPhone doesn't seem to be as user friendly as the Samsung Note 8.  Avis complet  
411,5," Bought my wife the 8 plus because she wanted something bigger, but doesn’t need anything crazy high tech. She loves it and it’s the perfect size.  Avis complet  "
412,5, The speed is faster and the pictures are brilliant!  Avis complet  
413,5, I have used the type of phone for the past few years and it’s great.  Avis complet  
414,5, The camera is awesome. Love the feel of this camera and ease of use.  Avis complet  
415,5, I got this phone for my son to replace his old iphone which was out of space. Hoping this one lasts longer than longer than 2 years.  Avis complet  
416,5, I upgraded from iphone 5 and am very happy. Lots of new features and looks beautiful.  Avis complet  
417,5, Had a 5C and wanted to get a phone for my daughter. I upgraded and love the phone.  Avis complet  
418,5, Happy with this phone so far. Good screen size and very vast processing  Avis complet  
419,5, I recently upgraded from an iPhone 6plus. The camera is much better on the 8 plus. Apps load faster. I’m very happy with my phone so far.  Avis complet  
420,5," I upgraded my daughter's phone, she went from and IPhone 6 to the 8 plus and she loves it, she takes lots of pictures and she is in love with this phone's camera She is used to the bigger size now, I thought it was going to be a problem but she said it's perfect  Avis complet  "
421,5, I really like the change. It’s been much smoother than I assumed it would be. I still struggle with some things but I have friends that are iPhone users to help. The speaker could be louder but other than that I love everything about the phone!  Avis complet  
422,5," No complaints , best phone and best place to buy it at  Avis complet  "
423,5, Needed an upgrade. Camera is a definite improvement.  Avis complet  
424,5, Excellent camera great size and color. Not to heavy  Avis complet  
425,3, I am a little disappointed in the iPhone 8 It really is not much different than my iPhone 6 I had but much more expensive.  Avis complet  
426,5, A lot of bells and whistles without the cost of the X. The camera is a noted improvement!  Avis complet  
427,5, I got this for my daughter to replace an older model iPhone and she loves it. It’s got a huge screen and it’s a big large but it performs great and she loves it.  Avis complet  
428,5, Love it. Was an android person since cell phones came out. But want face time. Switch did take some patience to learn the Apple way. Now would not switch back  Avis complet  
429,5, If you're considering buying this phone you won't regret it. It does take a little while to adjust to (especially coming from my Samsung) but it's so worth it! The battery life is amazing! It'll be one of the best purchases you make!  Avis complet  
430,5, Upgraded my iPhone 7plus and got the 8plus the phones are exactly the same. No issues here  Avis complet  
431,5," I knew it was due time I upgraded my 6, so when I started doing research, everything kept drawing me to the 8. There was a noticeable difference in the upgrade, due to the quality of the phone itself, but also the features and clarity being projected. I love my new iPhone and if I had to do it over again, I would still select the 8 Plus.  Avis complet  "
432,5, Replaced my phone with the larger sized model. I like how easy it is to read messages and email. The camera is great.  Avis complet  
433,5, Replaced my phone with this newer model. Like the camera.  Avis complet  
434,5," Love this iPhone. The cameras are great, and it has the same chipset as the X.  Avis complet  "
435,4," I upgraded from 6s Plus to the 8 Plus, and I’m very pleased! Apps don’t glitch, the camera functionality is superior, battery life is WAY better, and it seems to run more smoothly. The only irritation I have is that my mail app, every couple weeks, will act like it’s reloading all of my emails from scratch like it would the first time you set it up, which uses a ton of internet bandwidth and slows the phone a bit. Other than that, the phone is great and I’m very pleased with my choice!!  Avis complet  "
436,5, Love the 8 Plus! Awesome phone. Upgraded from a 6 and super happy with my decision!  Avis complet  
437,5, I purchased this phone for my 19 year old son as a gift. He loves it. I fell in love with the color. It is a great phone with new and improved apps and camera.  Avis complet  
438,5, I am really happy with this iPhone. Great size. Faster. And my old EMF protection works well with it!!  Avis complet  
439,5, So excited to find the phone off her dreams... Thrilled to have an iphone.  Avis complet  
440,5," Not many changes that I can notice besides it’s a bit faster than the 7. Other than that, same phone. Hope this one doesn’t crash!  Avis complet  "
441,5, Ended up buying another one for my teenage daughter because I love it so much!  Avis complet  
442,5, I've been an Apple product fan for several years and intend on staying that way. The iPhone 8 is another great product in Apple's line up.  Avis complet  
443,4, So i’m not too please with the iphone 8 it’s not much of a difference from the 7 expect you can charge it wireless I guess that’s cool.  Avis complet  
444,5, My wife loves her phone over my iPhone X. She likes the larger screen and how videos are alway full screen unlike the X. Rear camera is the same as the X too which is her favorite feature!  Avis complet  
445,4, Bought this phone for my daughter who's an apple lover and she seems to love this phone  Avis complet  
446,4, Still better than the iPhone X. Possibly the last iPhone with Home BUTTON  Avis complet  
447,5," My daughter got this and she loves the phone plenty of space good camera, it’s way faster then her old 6s  Avis complet  "
448,5," My only complaint so far is that the phone itself is slick and flies out of my hands way too easily! had to get a sticky cover so the phone doesn't slide out of my hands just holding it. Still having to get used to the new layout and missing some of my apps because the developer is behind the times and hasn't updated the app, but I am very happy 1 month in.  Avis complet  "
449,5, This 8 plus is truly an upgrade from 6s. Love this phone.  Avis complet  
450,5," It’s an Apple product, what more is there to say???  Avis complet  "
451,5," I bought the IPhone 8 Plus and thought about returning it for Samsung Note Or IPhone X. Glad I kept the 8. I like that it’s familiar with some newer twists. The texting is better( not so many unwanted words being sent) and it’s much faster. Camera is really nice. I had to turn off Siri because it was always popping up when I pressed the home button. All in all, I’ll hang with Apple for a while and see how they improve the X.  Avis complet  "
452,5," Good size, love the picture quality, love the color.  Avis complet  "
453,5," Good picture quality, good size, love the color, love so far.  Avis complet  "
454,5, Like the speed of the operating system; nice size for the hand; fast wireless charging. Nice improvement over the 7 Plus.  Avis complet  
455,5, My daughter swears by apple products. She likes the things that she can do with it  Avis complet  
456,5, Mein Handy kam früher an als erwartet. Ich habe mich natürlich total gefreut. Ich liebe die Farbe. iPhone an sich hat ohnehin eine gute Qualität. Das 8Plus hält was es verspricht  Avis complet  
457,5, Upgraded from the 6s plus and love it. Great investment for a phone.  Avis complet  
458,5, Best iPhone ever love the camera an the wireless charger  Avis complet  
459,5, I upgraded from an iPhone 6 so this 8+ is definitely better! I have no complaints as of now.  Avis complet  
460,5, Best iPhone ever love the camera an the wireless charger  Avis complet  
461,5, Upgrade over the iPhone 6s Plus is well worth it. Great phone  Avis complet  
462,5, Had the iPhone 7 Plus and the iPhone 8 Plus is much faster and has an excellent camera  Avis complet  
463,5, Love the color of the rose gold. Great phone with great camera.  Avis complet  
464,5, Love the new iPhone 8. A lot faster than the iPhone 6.  Avis complet  
465,3, The home button drives me crazy it keeps taking me to Siri  Avis complet  
466,4, It will take getting used to. Touch screen and buttons feel different.  Avis complet  
467,5," Moved up from iphone6. Camera is improved, processing is a little faster, and battery life is longer. Glad I made the switch  Avis complet  "
468,5, Love the phone. My daughter was right in getting me to choose the plus.  Avis complet  
469,5, Very happy with my new cell Love the silver color.  Avis complet  
470,5, I am an Apple fan. I have yet to be disappointed in the products that I have purchased from them.  Avis complet  
471,3, The 8 is exactly like an iPhone 7 only with fingerprint coding to unlock. Suggest if you have an iPhone 7 to not up grade to an 8 or x  Avis complet  
472,5," This phone was bought for my 16yr old, it has worked great and has great features. Definitely will keep the apple lover happy!!!  Avis complet  "
473,5, Phone was purchased for my daughter which was great. But we had someone help us who had no experience and didn't bother transferring all my daughter's info from her own phone.  Avis complet  
474,5, I've been a die hard iPhone person and the iPhone 8 doesn't disappoint. Really no issue and it's fast. Camera is great.  Avis complet  
475,5, Best phone Apple has made. A must for any apple lovers.  Avis complet  
476,5," I needed to upgrade from my iPhone 6 Plus and considered all available phones. The iPhone 8 plus gave me all of the features plus a few I didn't need. Outstanding phone ""pocket computer""!  Avis complet  "
477,5, The best Apple has made. A must for all apple lovers.  Avis complet  
478,4, Battery on phone is great. At times people have a hard time hearing me so not sure if it’s the phone or not  Avis complet  
479,5, Like it much better than the Galaxy S6 that I had.  Avis complet  
480,5, I loved my iPhone 7s so we had no extra thought on getting my son an 8 when his phone broke. Love the wireless charging.  Avis complet  
481,5, We received good service with big purchase decisions. Husband switched to iphone after years and so far he’s pleased.  Avis complet  
482,5," My daughter loves this thing, then again what 11 year old wouldn't.  Avis complet  "
483,5," Great phone, son loves new features from the 6s version.  Avis complet  "
484,5, This iPhone was the best purchase of 2017. I love the 8 plus  Avis complet  
485,5, Great phone with great features. Daughter loves the new camera.  Avis complet  
486,5," Purchased phone for 16 year old daughter. She loves the phone, camera and larger size screen.  Avis complet  "
487,5, The iPhone 8 is an awesome phone. Nice design and quality.  Avis complet  
488,5, I bought this phone for my 13 yr old daughter and she loves it  Avis complet  
489,5, Easy to use camera with much better quality than previous versions. Best Buy staff were very helpful.  Avis complet  
490,5, First iPhone plus. So far so good! I like the bigger screen!  Avis complet  
491,4, Love every aspect of this phone except there is no music jack output. Other than it rocks  Avis complet  
492,3, I considered switching to Galaxy but decided to give Apple another try. No big wow with this upgrade from my 6s. I am not totally in love. Just feels like I am in a bland relationship with no changes. I will say the camera is much better but that is about all. Will likely switch to Samsung on my next round.  Avis complet  
493,4," As an Apple freak, the iPhone 8 was the logical choice. Chose the 8 Plus due to having large hands. It works. Some cool features.  Avis complet  "
494,5, Great phone and great camera. Would recommend to a friend.  Avis complet  
495,5, Perfect size great camera easy to work beginner very satisfied  Avis complet  
496,5, Perfect size great camera easy to work beginner very satisfied  Avis complet  
497,5," Great phone, great camera, easy to set up and tons of storage.  Avis complet  "
498,5, The best phone on the market! I can’t wait to use the wireless charging feature!  Avis complet  
499,5," Have been a Samsung Galaxy owner since the S4. Good phones, I never made the change due to freedom etc. what made me change was reliability. And well a lot of reviews and close friends told me Apple is more reliable and so far I have had phone for about 2 weeks w all the apps I had on my s7 edge and it’s running smooth and battery last longer  Avis complet  "
500,5, Perfect size great camera easy to work beginner very satisfied  Avis complet  
501,5," The best phone in the market for now, The camera is highly awesome  Avis complet  "
502,5, Better camera and a bigger screen. All around thumbs up  Avis complet  
503,4, Just replacing my old iPhone 6. Did not want the X (ten) because of the facial recognition.  Avis complet  
504,5, Best phone on the market. The camera is amazing. Not to mention the staff was very helpful.  Avis complet  
505,4," The phone functions just fine. It’s fast (of course, it’s new) and the perfect size. The only thing they seemed to be able to brag about was the glass back for wireless charging...which is nice but adds to the fragility of this phone. Not much else is new! I upgraded from a 6.  Avis complet  "
506,4, nice product odd to handle at first......................  Avis complet  
507,5, I love the phone. The size does take some getting use to after having a smaller phone.  Avis complet  
508,1, I purchased this iPhone as a Christmas gift for my grandson (age 22). He has a photography hobby and owns many cameras. He is delighted by the quality of photographs taken with the iPhone 8 plus. On the day of the purchase I learned of the AT&T promotion offering two phones for the price of one. I took advantage of the promotion and have upgraded my phone from a 6 plus to an 8 plus.  Avis complet  
509,5, Upgraded from a iPhone 6 and I’m very happy about the new phone.  Avis complet  
510,5, This was a upgrade for my son which was still using an iPhone 5.  Avis complet  
511,5, Tolles Gerät... bin so begeistert ... hatte vorher das iPhone 7 aber das IPhone 8 Plus ist einfach eine tolle Steigerung  Avis complet  
512,5, Wie immer super von Apple. Das Handy ist super schnell und alles wie gewohnt einfach.  Avis complet  
513,3, So far the iPhone 8 Plus is doing good. It has been working good  Avis complet  
514,3," So my daughter's iphone 5c was aging, being nearly 4 years old, and my iPhone 6 stopped working correctly, and I'm watching the lawsuit against Apple with glee. I wanted to go Samsung, but she loves apple, so I took one for the team, fully charged my ""6"" so it would work when evaluated for trade in, and got this phone as the 'buy one' part of the special AT&T was running under their Next program. Of course, my '6' was a 64Gb, and was nearly full after 3 1/2 years, so I sort of talked myself into getting the 256Gb beast. Apple could simplify all of our lives (theirs and ours) by just providing a slot for a standard memory expansion card (micro SD?) like other makers do for Android phones. Would make transferring or printing photos ever so much less sucky. BB staff was decent to work with, although some of the conversations between team members about disciplinary discussions were kind of unprofessional. Keep that stuff in the break room please.  Avis complet  "
515,5," I'm so glad I went to Best Buy to buy our iPhones! The service was amazing and we are so happy with the selection they had, even right after the 8's were released!  Avis complet  "
516,5, This was a replacement for an iPhone 6s that our son likes but he hasn't really changed what he does and it used 10 gigabytes of data in the first month. Before he was using about 4 gigabytes of data. We will take it to a Verizon store to see if they can help us fix it  Avis complet  
517,4," Due to ""battery"" conspiracy with Apple, I upgraded to the iPhone 8 Plus rather than the iPhone X. There have been too many problems with the X, and it is not the size of the Plus devices, so I will have to hold out until next year. HOWEVER, THIS PHONE IS NOT THAT BAD AT ALL!  Avis complet  "
518,5," I have had each plus since the 6, I wouldn’t have upgraded so soon but my 7 started acting up and so I jumped the gun and just upgraded. Well instead of the Best Buy members just looking to see if they could help me with my old phone they just jumped on the sale of course and come to find out I just needed to upgrade to the new update on my 7. So now I feel like I have two of the same exact phones. Cannot tell any difference between the two.  Avis complet  "
519,5, I love the size of the screen and the resolution. : )  Avis complet  
520,5, I purchased the 8 because I wanted to have a faster phone and more gb. I am very happy with this purchase. Can't go wrong with Apple.  Avis complet  
521,5, We needed an upgrade that would be durable for our pre-teen. This phone has all of the specifications desired.  Avis complet  
522,5, Upgraded from a 6 plus and the difference is insane. Highly recommend the upgrade if you need one.  Avis complet  
523,5, No question this phone is better than most others on the market right now. My wife loves the phone.  Avis complet  
524,5, these versions i feel has better battery life time  Avis complet  
525,5," Love the rose gold finish option on this model. The phone is massive, and I love it. Great camera with new features, nice big screen. Great phone choice.  Avis complet  "
526,5," Love the massive size. Has some great features my iPhone 6 didn't have. Like the screen size, camera options. Quality phone!  Avis complet  "
527,5, Highly recommend the iPhone 8 for anyone interested in getting an iPhone  Avis complet  
528,5, Good built and camera quality. Upgraded ithe device after long time and can see visible difference from last handset.!  Avis complet  
529,5, This is my first Iphone. I have been a Samsung Galaxy user for the last several years. There is no comparison to the Iphone. So many more user friendly apps that are Iphone supported.  Avis complet  
530,5," Upgrade from an iPhone 6, love the bigger screen, the much improved camera and excellent speed of this new phone. Also like the wireless charging capability.Only downside is the hefty weight of the phone, but that's the price you pay for the bigger screen.  Avis complet  "
531,5, This phone was purchased for my 15 year old daughter for Christmas! It has been a big hit. The camera is great!  Avis complet  
532,5, Bought this as a Christmas gift for my wife. She loves the larger phone and the camera is awesome!  Avis complet  
533,5," I upgraded to this phone from an iphone 5. Needless to say, there's a huge difference between them! I went with the Plus and not the regular because of the photo features on the Plus. So far, it has not disappointed! I also love the color. It looks more pink than gold. I'm very happy about my purchase.  Avis complet  "
534,5," I upgraded to this phone from an iphone 5. Needless to say, there's a huge difference between them! I went with the Plus and not the regular 8 because of the photo features on the Plus. So far, it has not disappointed! I'm very happy about my purchase.  Avis complet  "
535,5," Die Bestellung und die Lieferung über Check24 war vorbildlich. Just in time Lieferung. Das Gerät ist ziemlich groß und wuchtig. Gegenüber dem normalen 8 ist nicht viel anders, ausserdem Bildschirm. Zum surfen und Videos gucken ist es super, aber ob der preisliche Mehraufwand gerechtfertigt ist, ist grenzlagig. Aber aussehen tut es. Nur der Preis ist leider hoch.  Avis complet  "
536,5," viel Geld für ein Handy, aber es lohnt sich  Avis complet  "
537,4," Can't go wrong with an iphone. Not a whole lot different than the 6 or 7, but still good. The picture quality is excellent. 4.5 out of 5.  Avis complet  "
538,4, My son was quite happy with his Christmas upgrade.  Avis complet  
539,5," Outstanding improvement with camera versus my iPhone 6s Plus. The portrait mode is awesome. The new os is smooth as silk, due to improved processor, and the battery life is significantly better.  Avis complet  "
540,5, I'm not an iPhone person but my kids are...he is a happy guy  Avis complet  
541,5, Bought this for my son for Christmas and he love's it  Avis complet  
542,5, Upgraded from 6 & am very impressed with how much better this phone is. It’s faster & holds a charge a lot longer.  Avis complet  
543,5, I purchase this phone for my daughter and she loves it  Avis complet  
544,5, Ich habe mir dieses Produkt im Zuge eines Angebotes gekauft. Es läuft zuverlässig und leise. Nach mehreren Wochen im Gebrauch bin ich positiv überrascht von der Qualität und der Leistung.  Avis complet  
545,5," great , great , great ,great, great, great, great,  Avis complet  "
546,5," apple items are very good products to by for gifts,  Avis complet  "
547,5, If you’re a apple person this is the phone for you.  Avis complet  
548,5," Great camera, great picture. Works good with my Mac laptop  Avis complet  "
549,5, Looks great and works better. Fast and full of so many goodies I love Siri and now there so many more voices and accents. Smart as it is good looking  Avis complet  
550,5, What can I say? This is an Apple phone. Nothing will ever top Apple products  Avis complet  
551,5, I chose the iPhone 8plus over the x with a lot of thought. At the end what mattered to me was the camera which is the same exact camera as the X. Saving me some major money I went with the 8Plus and very pleased with my choice.  Avis complet  
552,5," This phone is a race horse; very fast processor, great camera, crisp, clear screen.  Avis complet  "
553,5, Bought this for my teenage boys. They love it. Said the camera is so much better plus it’s faster.  Avis complet  
554,5, APPLE BRAND IS THE BEST. EVERYTHING IS SO SIMPLE AND I WOULD NEVER GO WITH ANY OTHER BRAND.  Avis complet  
555,5, all i can say is the phone is great and work for me  Avis complet  
556,5, Great Apple product and great price offered for Verizon customer. Bought this phone for myself as a Christmas gift to myself. Best Buy always have inventory this product.  Avis complet  
557,5, Exactly what I ordered............................  Avis complet  
558,5," Switched from the 6. Of course, the 8 is hard not to like. Better camera, better battery (ahem), better speed. Not drastically different from the 6, but a nice improvement if you're due for an upgrade.  Avis complet  "
559,5," What can I say, it's pretty. Switched from the 5S is a nice change.  Avis complet  "
560,5, love it!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!  Avis complet  
561,5, i would recommend this phone to anybody love it!!!  Avis complet  
562,5, The size is perfect and it takes amazing photos! Love everything about it.  Avis complet  
563,5, I love this phone. It has awesome picture and battery life.  Avis complet  
564,5, Best Buy had daily door buster deals and this was one of the last ones. Saved a $100 on a 256gb ip8. Can’t go wrong. My wife’s loved it and she will never run out of space for the baby pics. Keep up the deals Best Buy!  Avis complet  
565,5," I love my new IPhone 8! I upgraded from a 6s. The camera is fantastic and the processing speed is very good too. I received the phone in the mail, activated it and mailed my old one back. Very easy!!  Avis complet  "
566,5, Fast and pretty. It’s light and large. I like it very much.  Avis complet  
567,5, The 8 has a nice crisp display and better camera than the 6.  Avis complet  
568,5, My kids love their new phones....bought as Christmas presents and they couldn't be happier. They were on android....  Avis complet  
569,5, This is the best iphone to date. Very fast and clear picture.  Avis complet  
570,5," My wife loves this phone. She states it does it all from apps, movies, messaging, games, pictures and videos  Avis complet  "
571,5, So far this phone has been great. Especially the camera and video which i use a lot  Avis complet  
572,5, My old phone was a 5s thus the improvements are striking. Much to learn but initial use of the camera is very impressive  Avis complet  
573,5," We were initially very skeptical about the size of the 8+, as we upgraded from the 5! However, we love it!!! We also are really enjoying The extra storage and the absence of the “not storage” pop up!! Love the upgraded camera/photo options. Amazing!  Avis complet  "
574,5, Although it took sometime to get working just with plan changes and activation this is a great phone.  Avis complet  
575,5, at first my wife thought this would be too large - wouldn’t fit in hands or pockets and be too hard to adjust to. after a few weeks it’s hard to imagine what we were using before. we BOTH got one of these. she really likes the white color. i went with black. so far so great.  Avis complet  
576,5, iphone is the standard for me. i’ve had just about every incarnation.. keep coming back b/c they just always work. never had a bad one. the X is way overpriced. hope they work that situation out.  Avis complet  
577,5," My son loves this phone and says it has a really nice camera. Once you go to the larger phones, you never go back.  Avis complet  "
578,5, Always love the iphones. Takes a little getting used to but I wouldn’t get anything else  Avis complet  
579,5, So far this has been my favorite iPhone. The size takes getting used to but the larger viewing screen is amazing!  Avis complet  
580,5," Fast,great camera and everything that the iPhone do.  Avis complet  "
581,5, For the price and memory it’s a great product. Camera is great too  Avis complet  
582,5, Wife's iPhone 6 would not work even after changing battery. Time for an upgrade. Huge leap in storage and features for her. She loves it so far.  Avis complet  
