,source,product,comments,stars
323,Amazon,Samsung S8,Great phone but has few cons comes with it. It gets scratch  very easy; from front to back. So get a screen protector  and  a case *asap* if not you will regret it. I sure did.,3.0
324,Amazon,Samsung S8,"This phone has been amazing! I purchased it when it was roughly $550. Retail price was $850 with T-Mobile (ridiculous)! Overall the phone has worked amazing. Only complaint is that the screen protectors for this phone (purchased separately) makes it super hard to type.Overall, love this phone!!!",5.0
325,Amazon,Samsung S8,I purchased the unlocked version of the galaxy s8 plus. When the item arrived instead of it being the s8+ they somehow crammed a galaxy s7 edge in the galaxy s8 edge box. BUYER BEWARE!!!!!,1.0
326,Amazon,Samsung S8,"This is a great phone let down by one major flaw of a super scratchy screen. I have had an S3 and and S5 in the past and this was a step up. I love the display, the memory, the speed, and the color. If it was just for that I would have given this phone 5 stars. I have had this phone for only 3 days and there is already a bunch of scratches on the screen. And deep enough to pick up with your fingernail. I never had this problem with the previous Samsung phones. In fact I went caseless for the entire 2 year life of the S5 and only picked up one scratch when it fell to the floor of the truck once. I haven't treated this phone any different and have not dropped it or otherwise abused it but there are still noticeable scratches and marks. This alone makes the phone a ""DO NOT BUY"" in my book. Maybe if it was HALF THE PRICE but not at over $600. I seriously think that the screen isn't even glass but PLASTIC. A big step backward for Samsung.",2.0
327,Amazon,Samsung S8,"Best phone I've had yet! Beautiful display and advanced features. It takes beautiful pictures, has fast charge and long lasting battery life. Charged My phone once and didn't have to charge it again for two to three days and that was with me being on it a lot. My last phone was the lg flex and I wasn't as big on it so I decided to go back to Samsung again and my am I happy with my decision. Would recommend anyone to definitely give this phone a go. It's pretty expensive but it's worth it. Great phone!",5.0
328,Amazon,Samsung S8,"The screen is a great size, it runs fast, its slick and sleek. And now Samsung has finally allowed you to disable the Bixby button! Texting is oddly very slow but I can live with that.",4.0
329,Amazon,Samsung S8,"Came from jailbroken iPhone because I thought I could do whatever I want with my android after I bought it, such as rooting. Samsung apparently didn't get the memo of what android stands for, user customizability. Rooting is damn near impossible on this crappy phone. This phone misses on all the little things I didn't appreciate on my iphone. These things include actually sending music metadata to my car over Bluetooth, not unlocking my phone everytime Bluetooth makes and ends a call, not unlocking my phone when I miss a call.",1.0
330,Amazon,Samsung S8,"It is an ok phone nice features but Samsung used poorly made screens on this phone. I have had S3, 5, 7 and now 8 and the 8 is scratch every other day its seems like. The glass is either fake or they just used junk glass to make up for their loses last year.I would not recommend you spend this amount of money on a sub-par Smart Phone, poor craftsmanship.",2.0
331,Amazon,Samsung S8,Great phone. Still learning the Android way. Finely gave up on Windows 10 Mobile.,5.0
332,Amazon,Samsung S8,I could NOT be more happy. This is where I will buy all my devices from here on out.,5.0
333,Amazon,Samsung S8,Great phone. Great battery life. LOVE that it still has an earphone jack.,5.0
334,Amazon,Samsung S8,The phone itself keeps rebooting and restarting every 3 min or so for NO REASON at all just like some LG phones which did irritated me whileago... plus Did I even mention this particular device is too fragile and super duper susceptible to cracking? Yup.. in the other reviews despite its own beautiful designs and so far no battery explosion issues after Note 7 fiasco way back in September 2016 aka They did develop 8 points battery safety check. T hats one star I just added......,2.0
335,Amazon,Samsung S8,I was skeptical but I love it!! I use it with Straight Talk and works perfectly! ?,5.0
336,Amazon,Samsung S8,I used to have a windows phone now I have this I  Am glad I upgraded,5.0
337,Amazon,Samsung S8,"If you're considering a Samsung S8+ just know, my phone has terrible burn-in on the AMOLED screen. Just went a week without the phone while it went back to Samsung for repair. I got it back and there's dirt behind the screen. They now want the phone back again. Terrible customer service",1.0
338,Amazon,Samsung S8,If I could disable bixby button I would give this phone 5 starts.,4.0
339,Amazon,Samsung S8,The phone was very nice. But the problem is the wifi. Sometimes it cannot.detect the wifi and not working properly becuase it will automatic wifi off now i have to bring it to samsung service center,1.0
340,Amazon,Samsung S8,"This phone is amazing. Pretty much all I can say for now considering it's just my first week. And for those curious, yes , this can be activated on MetroPCS. The process took about 2 minutes.",5.0
341,Amazon,Samsung S8,My daughter she got gift on her birthday she loves her phone .,5.0
342,Amazon,Samsung S8,this phone is my new best friend and I dont need any human friends anymore because this little contraption is wonderful,5.0
343,Amazon,Samsung S8,I LIKE IT ! never had this new an fancy before LOL only thing I don't like is no voicemail notification. I don't know if its because it not a Verizon phone which is who I have as a carrier or what ? Also I had to go to a Verizon store to activate they will say it wont work for Verizon but if you keep on them or find a tech sales person who is willing to try an not just say no they can push it threw or whatever they do just takes a little doing on there part but it will work on Verizon,5.0
344,Amazon,Samsung S8,Love the phone.  No useless Verizon apps.  Great price!,5.0
345,Amazon,Samsung S8,Paid for a used damaged package Samsung 8 And received a Brand  new Samsung 8 unused and untouched.I have absolute perfect 4GLTE service with cricket wireless  Since I got this device .Best $400 I've ever spent,5.0
346,Amazon,Samsung S8,Just the right size: not to large to hold easily and not too small to have to strain to see.  All the bells and whistles I'll need for awhile!,5.0
347,Amazon,Samsung S8,"I paid money for new one, but from this packaging, I don't feel this is the NEW one. The phone's protection membrane is intact, but I still highly doubt that this is a return product from other!",3.0
348,Amazon,Samsung S8,"Just received my new phone in the mail! Looks real nice! Just found out that I have to have a sims card from Sprint (my service provider) in order to use it! Fortunately, they told me the sims card is free, and that I can either order one or go to the store and get it there! We shall see!",5.0
349,Amazon,Samsung S8,No issues and takes even nicer photos than my last phone.,5.0
350,Amazon,Samsung S8,"Phone works on Verizon, girl in the store was surprised. Great phone!",5.0
351,Amazon,Samsung S8,Love my s8 best phone I've ever had hands down! They have awesome customer service when it comes to buying this phone from Amazon my first phone sent out to me had a camera and screen issue but after talking to Amazon about it I was sent a replacement right away.,5.0
352,Amazon,Samsung S8,Excellent Product and seller 100% recommended,5.0
353,Amazon,Samsung S8,YEHAA!!!  Loving and 'learning' my S8!!,5.0
354,Amazon,Samsung S8,Took a bit to get use to but its been amazing.,5.0
355,Amazon,Samsung S8,"Best phone I've ever owned. Screen is beautiful. Camera excellent. And yes, it had an FM antenna not requiring WiFi or mobile data to hear local FM stations. Samsung apps are excellent great improvements over stock Android.",5.0
356,Amazon,Samsung S8,"Great Phone, Now if I can master it.",5.0
357,Amazon,Samsung S8,everythings was fine. Its a good seller.,5.0
358,Amazon,Samsung S8,"S7 Edge screen broke so I picked this up and preferred the size/feel over the plus.  What an awesome device, incredible how quickly we move on to the ""next best thing"" this phone is still A+!  Download Nova Launcher and you have the finest phone on the market",5.0
359,Amazon,Samsung S8,"The screen, camera, and overall build are phenomenal.The Samsung version of Android is complete crap. The only version of Android that should be put on flagships is the pure version, plain and simple. Why does Samsung still have a proprietary app for everything Google already does so well? Then I have to tell the phone that I want to use the Google version for every default app. Don't even get me started about the fact that Facebook is preinstalled and CAN'T BE UNINSTALLED. I don't even have a Facebook account.. You can't remap the Bixby button to Google Assistant without a third party app? I simply disabled it to prevent myself from accidentally opening that crap assistant. The software for a 2017 flagship is atrocious.One of the selling points of this phone for me was the SD card expansion option. I bought a 128 GB SD card and downloaded all my Spotify music for offline use and all was good. Until one day, about 2 weeks into owning the phone, the SD card reader simply stopped working. After checking out some forums I realized this is an issue that Samsung won't address. This was the straw that broke the camel's back and I couldn't forgive Samsung for all the things I didn't like about the phone. I sent it back within 2 weeks of owning it.If you want a pure Android experience with great hardware, this is not the phone for you. If you're switching from an iOS device, or simply aren't into customizing your experience AND you don't mind not having advertised SD card support, go for it.",3.0
360,Amazon,Samsung S8,"Great product, fast, stylish. The only thing I complained is that the text on the phone edge is somewhat warped. We are using AT&T cellular service and the phone works well.",5.0
361,Amazon,Samsung S8,Awesome phone except the bixby button.,4.0
362,Amazon,Samsung S8,"Like it, still learning how to make use of all the options.",5.0
363,Amazon,Samsung S8,Definitely one of the best of 2017.Not giving 5star because Samsung chose to play safe with quick charge 2.0 rather than using a more recent iteration,4.0
364,Amazon,Samsung S8,"So disappointed in this phone.  The bezeled edge makes it difficult to hit certain buttons, ads are popping up all of the time.  Just not a good phone, so many things have changed, and in a bad way.  Things just disappear off of the screen, ie, phone call, alarm, music, and I can't get them back easily.  Just plain sucks!!!!  Been using for about 3 months now and wish I had purchased an iphone.  Have been an Android fan for about a decade.  Definitely will next time.",1.0
365,Amazon,Samsung S8,AWESOME!!!! THANK YOU!!!!,5.0
366,Amazon,Samsung S8,Phone looks and works great! The only problem is that Boost Mobile could not activate it due to carrier technology incompatibility. This phone does NOT work with Boost. She had to switch carriers.,4.0
367,Amazon,Samsung S8,Working as expected .. so far.,5.0
368,Amazon,Samsung S8,"Great battery life. Getting through a full day of work under heavy use with 30% battery left. With my battery case on, it getting 2 day battery!",5.0
369,Amazon,Samsung S8,"Amazing cell phone. Fast delivery. Amazon has just made a amazing job, i will recommend to all my friends. The cell phone arrived perfectly.",5.0
370,Amazon,Samsung S8,Super good phone made the switch from apple just in time. Buying it off amazon will still save a few hundred bucks opposed to getting it on a plan through carrier because the carriers total price is higher. So if you want a new phone and can to pay up front save some money and get this one.,5.0
371,Amazon,Samsung S8,"Very good phone, very pretty.",5.0
372,Amazon,Samsung S8,Very Nice,5.0
373,Amazon,Samsung S8,MMS will not work.  Talked to AT&T and they said its the phone.  I called Samsung and they said I should call AT&T.,2.0
374,Amazon,Samsung S8,"Works perfectly.  Just plop in your carrier SIM card and works great, and you don't get all of those forced app downloads that take up your memory.",5.0
375,Amazon,Samsung S8,"I just completed a consumer survey online. This description is different from Amazon's and may be of interest:""Introducing the Samsung Galaxy S8.Key Features: IP68 Water and Dust Resistant The expansive display stretches from edge to edge allowing you to see more while scrolling less.Powerful Performance: Packing powerful performance and connectivity, the GS8 & GS8+ feature the industry's first mobile 10 nm chip, enabling heightened speed and efficiency.Bixby Vision: Built into your Camera. Focus on an object through your viewfinder, tap the Bixby Vision icon and instantly launch into an intelligent mode to identify landmarks or translate foreign languages.Premium Dual Cameras: 12MP Dual Pixel Main Camera / 8MP Front Facing Camera The world's first mobile device certified by the UHD Alliance as MOBILE HDR PREMIUM™, letting you see much richer colors and more immersive experiences while watching your favorite shows or gaming.""The price was listed at US $750.",4.0
376,Amazon,Samsung S8,"I have been a IPhone user for some years but got feed up with the prices Apple charges. so I went with Samsung, The camera is very good the screen quality is great. the reason I only give it 3 stars is the edge screen is very easy to touch and easily changes things just by holding the phone.A few things that bug me might have to do with user control. For example having different sounds for different apps,Facebook,messanger,emails and so on does not seem to work or at least I have not made it happen. At the moment I seem to get a ring or ding but then when I go to check my phone I have nothing showing I have missed a message. Again this could be me so if I can figure this phone out I will happily update my review.",3.0
377,Amazon,Samsung S8,Recently switched from and iPhone 7 to the s8+. Bought from this merchant and I am very very pleased with the phone. It came it today and there was not 1 single scratch anywhere on the phone. It looks brand new! Would highly recommend this merchant!,5.0
378,Amazon,Samsung S8,"So far, so good, this phone does so much more then I would have imagined, as well as things I never could imagine. Its way smarted then I am.",5.0
379,Amazon,Samsung S8,"Love the camera, love the phone, love the memory card slot, love the speed. If I could put a battery in it worth while I would give it 6 stars.",5.0
380,Amazon,Samsung S8,The phone is amazing and the delivery was really fast!The phone arrived in perfections conditions.Galaxy 8 is a beautiful cell phone and the camera can take some gorgeous pictures.I would definitely recommend it.,5.0
381,Amazon,Samsung S8,Galaxy is always right,5.0
382,Amazon,Samsung S8,Perfect condition and extremely happy with purchase. The wife loves it,5.0
383,Amazon,Samsung S8,Best phone I've ever owned very fast great screen and sound just awsome.,5.0
384,Amazon,Samsung S8,good,5.0
385,Amazon,Samsung S8,Galaxy is the best!,5.0
386,Amazon,Samsung S8,"Couldn't be more pleased. This phone has surpassed all my expectations. Well all except poor Bixby. That one was a disappointment. But the screen, oh THE SCREEN! Just won't quit! Love love love!",5.0
387,Amazon,Samsung S8,Long time iPhone user. This is my first time buying something else.  Bought this phone and fell in love.,5.0
388,Amazon,Samsung S8,Beautiful device. Fits a little smaller in hand vs previous Galaxy and runs just as smooth. Aesthetically pleasing and the slightly larger screen is gorgeous. All black themes look so nice with this. Would 10/10 buy again,5.0
389,Amazon,Samsung S8,Really good amazon prime day deal.Phone works with Sprint (just had to get one of their $10 BYOD sim card),5.0
390,Amazon,Samsung S8,"Awesome cellphone, I made the mistake to put the soft screen protector while the cellphone was charging, the port got wet with the solution of the screen protector, so an error message about not charging while wet appear on the screen, I was afraid I damaged the cellphone. However after I got it dry, I just clear the cache of the USB on settings, and the message didn't  come back. Everything is great about this cellphone.",5.0
391,Amazon,Samsung S8,Amazing product!the only downside that i can tell  about this phone is the localiton of the fingerprint sensor.,5.0
392,Amazon,Samsung S8,Does not have the original lamination and the packaging is a little different. i have bought bought 3 s8+ and a note 8 so I know.,4.0
393,Amazon,Samsung S8,Cannot get Verizon voice mail or Family Base to work on this phone.  Verizon says there is no way to add these services!  Wish this had been clear in the description before I purchased.  I have found NO VOICE MAIL APP that will work on this phone!,4.0
394,Amazon,Samsung S8,"My first Android Device, Lovin It!!",5.0
395,Amazon,Samsung S8,"The Phone!(C'mon, do a little research)",5.0
396,Amazon,Samsung S8,Excellent fit as usual. Slight ridge on sides sometimes interferes with buttons but no biggie. Very good access to the fingerprint scanner which is a weakness of their main competitor--a crucial plus if this is what you rely on to turn on the screen. 'Grippiness' comes with time as finger oils penetrate the back. Good product.,5.0
397,Amazon,Samsung S8,5++ stars. Brand new and high quality product. Best performance. Fast shipping. Best seller.,5.0
398,Amazon,Samsung S8,"Update:  New phone has arrived and is working great. Five starts for Amazon customer service,  4 stars for the phone(the first one was defective but if not for that, would be five stars)Like the phone while its working, seems to be quick and the pictures seem really nice,  I'm unfortunately one of the ones that have been affected by the constant restarting problem.  Two stars for now since Amazon customer service is replacing it,  once the new one gets here and it doesnt have the restarting problem(restarts at random 15-20 times a day) I'll update the score/review.",5.0
399,Amazon,Samsung S8,One word amazing,5.0
400,Amazon,Samsung S8,Worth it.,5.0
401,Amazon,Samsung S8,Amazon warehouse deal it said used-like new and this is a steal!,5.0
402,Amazon,Samsung S8,"This is best experience of all the smart phones I have tried yet and I have tried all from iPhone 3s,Nokia Lumia till iphone 7 and many more in the mix.",5.0
403,Amazon,Samsung S8,"This is a great phone. It does most of what it's supposed to and is a huge upgrade from my S6. Took one star away since it advertises use of the fingerprint scanner as a means to take pictures with the front facing camera. It doesn't work. I called Samsung support many times and even got a replacement phone. Still didn't work. Face recognition doesn't work particularly well either. Iris scan is a better option and that works nicely.Not the phone's fault, but getting this thing from Amazon was a nightmare. Now I have to return the second one they sent out because it's no better than the first and actually a little worse in some ways (home button not as receptive, Bixby button finicky, and still no fingerprint shooting method). Still happy with my choice, but 3 stars seems appropriate.",3.0
404,Amazon,Samsung S8,"If you don't mind surrendering your integrity by lying, saying you've read the thousands of legal words about Bixby, you can use the app. OTOH, if you prefer to retain your integrity (but don't want to spend the time to read all of that), it remains unusable, but will pop up anyway every time you accidentally hit the physical button toward the middle of the left side of the phone. There were ways to remap this with apps, but Samsung apparently got around that with the latest update, showing their complete disdain for their customers. This is not my first Samsung, but will probably be my last.",1.0
405,Amazon,Samsung S8,Excellent product. Works well,5.0
406,Amazon,Samsung S8,"Fast, good looking, good size, long battery, good sound, great camera, huge storage, never brakes. Didn't activated Bixby, however.",5.0
407,Amazon,Samsung S8,I give this phone a five star because I have had no problems with it ever since I got it. It is the most beautifully designed phone on the market. Absolutely love the curved edges and the oled display. I is definitely worth the money.,5.0
408,Amazon,Samsung S8,"This is the worst NON apple phone ever.  It is very slick and difficult to handle, resulting in it frequently crashing to the floor.  I have used several apps that require the phone to be rest by removing frquently the battery--something that cannot be done with the S8.  The curved screen results in apps too often being opened inadvertently.  There appears to be no way to disable Bixby and the button is in a very difficult spot to avoid--extremely annoying.  Much of the functionality of previous devices is gone or virtually impossible to find.  Worst of all, IT CAME WITH NO INSTRUCTIONS!!!!!!!!!!!  THIS WILL BE MY LAST SAMSUNG PHONE.",1.0
409,Amazon,Samsung S8,Easily the best android device released in 2017. A few software quirks and slow updates keep it from 5 stars.,4.0
410,Amazon,Samsung S8,"Fantastic phone. I haven't own a Galaxy phone since the S3. I went to iPhone and now I'm back on Galaxy and oh boy this phone is great. There are so many features on this phone that it would take me hours to explain them all in detail. They are great. From wireless charging, fast charging, the Iris scanner, and the gorgeous display. The screen has Gorilla Glass 5 and it's not easy to ruin with scratches. Be careful with buying screen protectors though with a case because thanks to the edges, cases will lift up the screen protectors from the bottom so you will need to find screen protectors that are case compatible. That was only problem I suppose that i've had so far. Otherwise, the phone is amazing and you won't be disappointed.",5.0
411,Amazon,Samsung S8,This phone is amazing,5.0
412,Amazon,Samsung S8,"Wife loves phone over her S7 Edge, I ordered another one for me. Really like the design and screen.",5.0
413,Amazon,Samsung S8,Arrived on time and is unlocked.  Just perfect!!! Totally in love of my new phone.,5.0
414,Amazon,Samsung S8,"I do love the design of this phone nice and sleek easy to handle.  Quick and has tons of memory witch is wonderful plus I added an extra storage on top of that.  The camera is the best yet so clear and captures the true light and colors, my family are iPhone lovers however this one had made a few of them switch up.  One of the fastest running phones I've owned yet absolutely in love with this",4.0
415,Amazon,Samsung S8,Bought it months ago after clinging to my S4 for too long and I am in love with the many features.,5.0
416,Amazon,Samsung S8,No bloatware.  Allot of memory for more stuff. Not slow at all. Excellent way to transfer your stuff from other phone. Love it. I'm in IT support.,5.0
417,Amazon,Samsung S8,Love it,5.0
418,Amazon,Samsung S8,"Verizon employee at corporate store stated the phone was not compatible when I brought it in for activation and they scanned the model code on the back.  However, when they tried taking the SIM card from my Droid Razr Maxx and plugged it in, it worked like a charm on Verizon network.  Have been using it for days and love it.  Strongly recommend a case for protection.",5.0
419,Amazon,Samsung S8,"Despite reviews, the camera is not very good. Specifically, the native dynamic range is very limited, and the HDR feature seems to be faked in software (with poor results) as opposed to ""real"" HDR where multiple images are captured at different exposures and blended together into one.When shooting at night, areas around light bulbs are bleached. When shooting during the day in contrasty scenes, the blue sky is bleached white, even with the HDR mode on.My 2014 iPhone 6 plus does not have a problem capturing the dynamic range of these scenes without bleaching, and takes much better overall pictures (despite the lower pixel count) because it has real HDR that works well.I even tried a 3rd party true HDR camera app. But, in the darkest exposure setting the areas around light bulbs at night are bleached. Basically, the camera's hardware just doesn't have the range to do it.Also, the camera has awful halo effects at night, regardless of whether I use the stock camera app or the paid premium one. Streetlights, etc. have horizontal lines that run across the screen from end to end.I am thinking of getting rid of this brand new phone because the camera is so sub-par compared to my past iPhones. In fact, my iPhone 4S has a preferable camera in some ways because it does HDR properly.The 1080p video is also inferior to my 2014 iPhone 6 plus. There is a notable lack of detail and contrast in the videos. While it is encoded as 1080p, apparently due to compression artifacts or whatnot, there is a notable loss of detail that makes the result look like a good 480p shoot.And the audio for video, while fairly good, is also inferior to the 2014 Apple model. This is quite apparent when shooting at a concert.And, the S8 chews through battery rapidly, even with almost all app push notifications and auto updates turned off, and even with the phone in the middle battery saving mode with the processor and display throttled back. I couldn't get through a day in an amusement park without running out of battery.Lastly, while the OLED screen has stunning brightness and color gamut, the color accuracy is notably off. I found this to be occasionally irritating when watching movies, and it prevented me from accurately adjusting photos with photo editing apps.The phone is quite nice looking, and the iris scanner works better than I expected. The front facing camera the best I've yet seen. The cellular reception is slightly better than my old phone - i will get 1 bar in some places where I used to get ""no service.""Good phone all in all, but the camera flaws are a dealbreaker for me.",3.0
420,Amazon,Samsung S8,There is paint chipping off the bottom two corners. Looks like I'm sending it in.,2.0
421,Amazon,Samsung S8,Amazing. I never get the wireless charger but the phone and the oculus are great. The best phone is no doubt.,5.0
422,Amazon,Samsung S8,"As an continuing Samsung customer, I have always been treated well by the devices I've bought. The S8 is a beautiful piece of work that I've become attached to and it is the best mobile device I've owned this far!",5.0
423,Amazon,Samsung S8,"Earlier this year someone made fun of my old S3. I guess that was sticking around in my head because inexplicably I bought an S8 during the prime day sale. After having the phone for a while I'm ready to say a few things about it.Are any of the flagship phones worth the price?No.No phone is worth this price. For the cost of the S8 I could have replaced my aging laptop.Is this a nice phone? Sure. The screen seems to gather fingerprints more than my old S3, but aside from that I don't have any complaints off the top of my head. The major problem I've already stated. The value of a flag ship phone is far below the retail price. Don't be like me. If you're not actually in high school you're fast running out of excuses for succumbing to peer pressure. None of us need $500-700 phones and there's plenty of other crap to be spending our money on.",3.0
424,Amazon,Samsung S8,Phone come in a really good condition and works perfect,5.0
425,Amazon,Samsung S8,Phone works great but having problems with the sim card. Says the carrier is sprint but I cant use TextNow (who is a branch of sprint.) Only buy if youre in for some carrier problems.,5.0
426,Amazon,Samsung S8,"Phone features are good but durability is horrendous. Glass is way too fragile! Phone fell on carpet (with case) and screen cracked. This is my forth  Samsung S5, S6, S7 & S8 and the others held up well.  Consider the cost to repair and or insurance + cost of phone! Very disappointing.",1.0
427,Amazon,Samsung S8,Not happy with this phone. The incoming/outgoing calls have issues. Any call after 2 mins the audio is gone. The other person cannot hear me but i can hear them. Please do not buy this version of the phone. Waste of money. Googled and found that there are lot of people going thru this issue without  a fix. Need to call amazon about returning.,1.0
428,Amazon,Samsung S8,"Perfect. Great phone at a great price. My unit was brand new, sealed with everything you'd expect. Also unlocked (and doesn't lock to the first Sim) this really is a great deal.",5.0
429,Amazon,Samsung S8,"Received quickly, phone activated with no issues on Sprint network since I had ordered the SIM at the same time. Beautiful phone!",5.0
430,Amazon,Samsung S8,Really nice phone i have dropped twice without cover  while i was waiting for my cover and has had no damage. Plus really nice camara default down fault censor botton is net to camara but i will get use to it,5.0
431,Amazon,Samsung S8,"Absolutely love this phone just received it yesterday. I am still exploring it is sleek fast,love the camera features very easy to transfer files to old phone to this one..No problems activating the device",4.0
432,Amazon,Samsung S8,I bought this for my fiancé. I’m a iPhoneUser and I’m so jealous. Amazing phone. Highly recomend ti.,5.0
433,Amazon,Samsung S8,Husband loves it.  He has had it for months now and it works great.,5.0
434,Amazon,Samsung S8,"It's a great phone, marvelous design and fast. Been almosto two weeks with it and is really great, only complain is the location of the fingerpprint reader, I guess for the S9 will fix the location.",5.0
435,Amazon,Samsung S8,The best phone I have ever used... great battery life... beautiful screen just love my s8 plus.... only  thing is have to keep it fragile as the body is all beautiful  glass.. rest everything is deluce,5.0
436,Amazon,Samsung S8,"You'll probably have to activate it yourself because Verizon personnel seem to be ignorant about what to do with these.  Luckily it is very easy to do. Love, love, love this phone.",5.0
437,Amazon,Samsung S8,"Again, Samsung impresses. It has great visuals and a very sleek design. There is plenty of space for selfies and all of the apps you like (e.g. Snapchat, Amazon, and Instagram). It is at such an unbelievably low price, too. This is the newest Samsung Phone, an that shows.",4.0
438,Amazon,Samsung S8,"I was worried if it would be usable for me living in Japan, but I was able to easily get a sim card for it and it works well. It is what it said it would be so I am satisfied.",4.0
439,Amazon,Samsung S8,One of the best phones. I have been with Iphone for more than 5 years and never tried an android phone. Thanks to the campaign as i have opted to try it for the first time and i am loving it. The biggest positive for the phone is its display. Even Camera is very good. I feel they went totally wrong with the fingerprint sensor placement. Design of the phone is great.,5.0
440,Amazon,Samsung S8,"Excellent product.I come from Xperia smartphones, this is my first galaxy and truly it's the best, It's worth.Package arrived in time and with all the stuffs (quick charger, usb cable, earphones (not the best).Highly recommended, with quick charge you can charge it at 100 percent in aprox 1 hour.",5.0
441,Amazon,Samsung S8,"works better than anything I've seen ""GREAT"" phone",5.0
442,Amazon,Samsung S8,Much better than IPhone. In this moment this is absolutely best smartphone with amazing display and proper size.,5.0
443,Amazon,Samsung S8,"I had a galaxy 4 and was due for an upgrade.  It needed a new battery too. So decided to get an 8 plus. There are more days than not that I think I should get a new battery for my 4 and use that. I do like some of the upgrades from the 4, love love love the camera but this phone can have a mind of its own.",3.0
444,Amazon,Samsung S8,Great phone.,5.0
445,Amazon,Samsung S8,"Love the display and the way it feels in my hand, glad I got the plus version.",5.0
446,Amazon,Samsung S8,Slow charging / please use original charger messages appear when plugged in.,4.0
447,Amazon,Samsung S8,So upset i receive the package with things i never order. So i order this galaxy s8 phone i order a case and a screen protector NONE of those item i got in the box when it arrived i open the box and it had random things that i never ordered and NO PHONE!!!!!just an empty box,1.0
448,Amazon,Samsung S8,"Absolutely loving my galaxy!!! It's fast, and very convenient. Beautiful display and great graphics.",5.0
449,Amazon,Samsung S8,I’ll keep my iPhone but it’s ok I guess.,4.0
450,Amazon,Samsung S8,A very nice phone,5.0
451,Amazon,Samsung S8,"Amazing phone easily connected to T-Mobile, with a little muscle memory the fingerprint reader gets easier to access, the adapters at amazing though, even supporting a mouse yeah a mouse:). Bixby is cumbersome but she can be helpful, especially for reminders.",5.0
452,Amazon,Samsung S8,"Great phone and everything I researched was included. Great packaging and speedy delivery. Only problem was that my landscape mode and heartbeat sensor doesn't work at all. Not a deal breaker but still, you want top notch for your money. Will continue to search for solutions but otherwise a great phone.",3.0
453,Amazon,Samsung S8,It's not that great of a phone. It doesn't come in white. It's curved on the edges so finding a screen protector that doesn't collect lint on the edges under the protector. I can't wait to trade it in later it sucks.,3.0
454,Amazon,Samsung S8,Great phone. Seller should specify exact model number. Mine is SM-G950U1,4.0
455,Amazon,Samsung S8,Awesome phone. Works great on my Verizon network. Had to buy a Verizon nano sim card and activated the phone from myverizon website.,5.0
456,Amazon,Samsung S8,I upgraded from a galaxy mega 2 to the galaxy S8 plus. And this phone is amazing. Amazon got it here in less than 48 hours and the price was right! Thanks Amazon,5.0
457,Amazon,Samsung S8,The phone was sold to me as 'new' but it experienced Black Screen of Death from which I was not able to recover immediately after installing.,1.0
458,Amazon,Samsung S8,"Great phone, feels great in the hand, Bluetooth 5.0, and finger print sensor works great! Takes about 4 hours to get use to it being on the back",5.0
459,Amazon,Samsung S8,The Phone is amazing. Highly recommend to anyone considering in purchasing this phone.,5.0
460,Amazon,Samsung S8,"After great experiences with my s4 & Note 4 i couldn't pass up the Prime day deal on the S8. The camera is crazy and the phone itself is solid as a brick (and looks  good just sitting there). Nougat and Bixby take some getting used to (I haven't given up and resorted to a custom launcher yet). You can't customize LED colors for different apps/callers. There's still one tiny speaker instead of adopting stereo speakers like other companies. But my biggest complaint is the Bluetooth is Fubar. The forums are full of people that can't get this series phone to sync with radios or speakers. I've tried three cars and two speakers and the only thing it successfully pairs with is the controller for the VR headset. Thankfully my Note4 works just fine for mobile entertainment, but I can't use my car's hands-free calling features.It's a fine phone, Still has a headphone jack...which apparently I'll need for music since the Bluetooth doesn't work right, but is missing stuff that should have been caught before shipping.",3.0
461,Amazon,Samsung S8,Still learning how to use it.,5.0
462,Amazon,Samsung S8,"Best phone for current era. It would have been more good, if it supports dual sim option like international version.",5.0
463,Amazon,Samsung S8,Great price for a used S8!,5.0
464,Amazon,Samsung S8,Love the phone. My only complaint would be that the charger it came with died within 5 days.  :(,4.0
465,Amazon,Samsung S8,good phone,5.0
466,Amazon,Samsung S8,Happy !!!,5.0
467,Amazon,Samsung S8,This is am an awesome phone. Look at all the features it as and the 64GB never have to worry about storage.It like everything you want to pack into this device. I love the features and the phone itself. Samsung did a great job creating a phone like this.,5.0
468,Amazon,Samsung S8,"Great product at a great price during Black Friday, and was able to use my Citi points.It looks and feels small, but the display is amazing.I also bought Maxboost Galaxy S8 Case mSnap and the ArmorSuit - Galaxy S8 MilitaryShield and both work perfect for the phone.",5.0
469,Amazon,Samsung S8,Too expensive but cheaper than an iPhone and just as functional.,3.0
470,Amazon,Samsung S8,"The king is here. Prepare your ass- be whooped, Apple!",5.0
471,Amazon,Samsung S8,"Great experience, will buy from this seller again!",5.0
472,Amazon,Samsung S8,Excellent!!!,5.0
473,Amazon,Samsung S8,Love It ! !,5.0
474,Amazon,Samsung S8,"Well, its Galaxy S8. Check out the reviews online. No complains. Cool device.",5.0
475,Amazon,Samsung S8,Still loving it!,5.0
476,Amazon,Samsung S8,Amazing!!! Top of the league cell phone. What a beast!,5.0
